region,riverBasin,Variable,2020,2060
South Asia,BengalBay,Cropland,0.301551937,0.362885398
South Asia,BengalBay,Managed_Forest,0.51855,0.617601
South Asia,BengalBay,Unmanaged_Forest,0.601924,0.482648
South Asia,BengalBay,Grassland,0.1089366,0.0928172
South Asia,BengalBay,OtherArable,0.09990918,0.07804971
South Asia,BengalBay,OtherNotArable,0.011900001,0.011900001
South Asia,BengalBay,Managed_Pasture,0.00160349,0.00449939
South Asia,BengalBay,Unmanaged_Pasture,0.02498564,0.018960482
Southeast Asia,BengalBay,Cropland,0.52119029,0.834064486
Southeast Asia,BengalBay,Managed_Forest,0.38706044,0.51784029
Southeast Asia,BengalBay,Unmanaged_Forest,4.02946857,3.61894667
Southeast Asia,BengalBay,Grassland,0.396252319,0.365803819
Southeast Asia,BengalBay,OtherArable,0.01224618,0.0104027
Southeast Asia,BengalBay,OtherNotArable,0.006546999,0.006546999
Southeast Asia,BengalBay,Managed_Pasture,0.00255102,0.00312582
Southeast Asia,BengalBay,Unmanaged_Pasture,0.00995445,0.00854215
India,BengalW,Cropland,3.82786414,4.74149124
India,BengalW,Managed_Forest,1.70129,1.40232
India,BengalW,Unmanaged_Forest,0.0333081,0.0183995
India,BengalW,Grassland,0.533696,0.338441
India,BengalW,OtherArable,0.629016,0.319118
India,BengalW,OtherNotArable,0.081162,0.081162
India,BengalW,Managed_Pasture,0.0124368,0.0227815
India,BengalW,Unmanaged_Pasture,0.191502,0.0865612
Central Asia,BlackSeaN,Cropland,0.024229955,0.057387243
Central Asia,BlackSeaN,Managed_Forest,0.00409734,0.00235127
Central Asia,BlackSeaN,Unmanaged_Forest,0.01364633,0.00558572
Central Asia,BlackSeaN,Grassland,0.03897106,0.02289526
Central Asia,BlackSeaN,OtherArable,3.35E-04,1.88E-04
Central Asia,BlackSeaN,OtherNotArable,6.14E-04,6.14E-04
Central Asia,BlackSeaN,Managed_Pasture,2.45E-04,1.58E-04
Central Asia,BlackSeaN,Unmanaged_Pasture,0.0119675,0.0049274
Europe_Eastern,BlackSeaN,Cropland,7.750596172,9.428191913
Europe_Eastern,BlackSeaN,Managed_Forest,0.203551,0.224244
Europe_Eastern,BlackSeaN,Unmanaged_Forest,0.667738,0.532231
Europe_Eastern,BlackSeaN,Grassland,1.497238,1.232091
Europe_Eastern,BlackSeaN,OtherArable,2.03657,1.36421
Europe_Eastern,BlackSeaN,OtherNotArable,0.166512,0.166512
Europe_Eastern,BlackSeaN,Managed_Pasture,0.160515,0.174697
Europe_Eastern,BlackSeaN,Unmanaged_Pasture,2.001825,1.430555
Europe_Eastern,BlackSeaN,Shrubland,0.3850918,0.3168968
Russia,BlackSeaN,Cropland,2.602999244,2.974778314
Russia,BlackSeaN,Managed_Forest,0.135259,0.189212
Russia,BlackSeaN,Unmanaged_Forest,1.796636,1.698376
Russia,BlackSeaN,Grassland,1.610189,1.550199
Russia,BlackSeaN,OtherArable,2.18948,2.03386
Russia,BlackSeaN,OtherNotArable,0.199405,0.199405
Russia,BlackSeaN,Managed_Pasture,0.0293867,0.035866
Russia,BlackSeaN,Unmanaged_Pasture,1.752172,1.634332
Russia,BlackSeaN,Shrubland,0.01378702,0.01327342
Central Asia,BlackSeaS,Cropland,0.169412155,0.231920774
Central Asia,BlackSeaS,Managed_Forest,0.134601,0.186978
Central Asia,BlackSeaS,Unmanaged_Forest,0.4420143,0.4136863
Central Asia,BlackSeaS,Grassland,1.602015,1.548625
Central Asia,BlackSeaS,OtherArable,0.0223267,0.0191728
Central Asia,BlackSeaS,OtherNotArable,0.146504,0.146504
Central Asia,BlackSeaS,Managed_Pasture,0.0117845,0.0181709
Central Asia,BlackSeaS,Unmanaged_Pasture,0.570291,0.533893
Central Asia,BlackSeaS,Shrubland,0,0
Europe_Non_EU,BlackSeaS,Cropland,6.35464077,7.613097251
Europe_Non_EU,BlackSeaS,Managed_Forest,2.30588,2.93482
Europe_Non_EU,BlackSeaS,Unmanaged_Forest,3.903603,3.383803
Europe_Non_EU,BlackSeaS,Grassland,7.888962,7.259062
Europe_Non_EU,BlackSeaS,OtherArable,1.39842,1.1872
Europe_Non_EU,BlackSeaS,OtherNotArable,0.406903,0.406903
Europe_Non_EU,BlackSeaS,Managed_Pasture,0.64338,0.85025
Europe_Non_EU,BlackSeaS,Unmanaged_Pasture,3.86426,3.26665
Europe_Non_EU,BlackSeaS,Shrubland,1.700053,1.564313
Russia,BlackSeaS,Cropland,0,0
Russia,BlackSeaS,Managed_Forest,0,0
Russia,BlackSeaS,Unmanaged_Forest,0.00230749,0.00230436
Russia,BlackSeaS,Grassland,0.0236868,0.0236546
Russia,BlackSeaS,OtherArable,5.34E-04,5.33E-04
Russia,BlackSeaS,OtherNotArable,0.011946,0.011946
Russia,BlackSeaS,Managed_Pasture,0.000321733,4.24E-04
Russia,BlackSeaS,Unmanaged_Pasture,0.0191651,0.0191052
Russia,BlackSeaS,Shrubland,0.00465898,0.00465264
China,BoHai,Cropland,9.280774648,10.5152978
China,BoHai,Managed_Forest,4.13181,5.07227
China,BoHai,Unmanaged_Forest,3.26116,2.68301
China,BoHai,Grassland,2.77446,2.60427
China,BoHai,OtherArable,0.103867,0.0985692
China,BoHai,OtherNotArable,0.262674,0.262674
China,BoHai,Managed_Pasture,0.554252,0.641585
China,BoHai,Unmanaged_Pasture,10.7764,9.30871
China,BoHai,Shrubland,0.667644,0.626689
Southeast Asia,BoHai,Cropland,0.332472674,0.742065528
Southeast Asia,BoHai,Managed_Forest,0.24219,0.300107
Southeast Asia,BoHai,Unmanaged_Forest,2.52055,2.09316
Southeast Asia,BoHai,Grassland,0.304091,0.265929
Southeast Asia,BoHai,OtherArable,0.00602767,0.00463424
Southeast Asia,BoHai,OtherNotArable,0.011134,0.011134
Southeast Asia,BoHai,Managed_Pasture,8.21E-04,9.46E-04
Southeast Asia,BoHai,Unmanaged_Pasture,0.00318479,0.00249164
Indonesia,BorneoCstN,Cropland,0.03910196,0.055518264
Indonesia,BorneoCstN,Managed_Forest,0.02547551,0.0354247
Indonesia,BorneoCstN,Unmanaged_Forest,0.3293554,0.3086234
Indonesia,BorneoCstN,Grassland,0.05550595,0.05274925
Indonesia,BorneoCstN,OtherArable,0.021186,0.0186007
Indonesia,BorneoCstN,OtherNotArable,4.50E-04,4.50E-04
Indonesia,BorneoCstN,Managed_Pasture,4.15E-04,9.83E-04
Indonesia,BorneoCstN,Unmanaged_Pasture,0.00852709,0.00766825
Southeast Asia,BorneoCstN,Cropland,2.548251567,3.11908846
Southeast Asia,BorneoCstN,Managed_Forest,1.344928,1.847921
Southeast Asia,BorneoCstN,Unmanaged_Forest,14.05812082,13.11767282
Southeast Asia,BorneoCstN,Grassland,0.45937464,0.43374694
Southeast Asia,BorneoCstN,OtherArable,0.9545213,0.8502616
Southeast Asia,BorneoCstN,OtherNotArable,0.115384,0.115384
Southeast Asia,BorneoCstN,Managed_Pasture,0.02181698,0.02804154
Southeast Asia,BorneoCstN,Unmanaged_Pasture,0.08505083,0.0753307
India,BrahmaniR,Cropland,2.424274443,3.21987752
India,BrahmaniR,Managed_Forest,1.27798,1.1249
India,BrahmaniR,Unmanaged_Forest,0.0250205,0.0147595
India,BrahmaniR,Grassland,1.02713,0.682395
India,BrahmaniR,OtherArable,0.392233,0.205173
India,BrahmaniR,OtherNotArable,0.027851,0.027851
India,BrahmaniR,Managed_Pasture,0.0135958,0.0267635
India,BrahmaniR,Unmanaged_Pasture,0.209348,0.101692
India,BrahmaniR,Shrubland,0.0177836,0.0118149
Brazil,BrzCstE,Cropland,1.642625875,1.884122005
Brazil,BrzCstE,Managed_Forest,0.00924935,0.013104
Brazil,BrzCstE,Unmanaged_Forest,0.20675889,0.19633789
Brazil,BrzCstE,Grassland,1.380300586,1.365956381
Brazil,BrzCstE,OtherArable,1.248682468,1.203016472
Brazil,BrzCstE,OtherNotArable,0.501256,0.501256
Brazil,BrzCstE,Managed_Pasture,0.335418336,0.48993995
Brazil,BrzCstE,Unmanaged_Pasture,6.514247813,6.353980623
Brazil,BrzCstE,Shrubland,16.2765117,16.1073117
Brazil,BrzCstN,Cropland,1.099498504,1.48184087
Brazil,BrzCstN,Managed_Forest,0.528507,0.763828
Brazil,BrzCstN,Unmanaged_Forest,11.82756141,11.52250121
Brazil,BrzCstN,Grassland,4.2434071,4.163633
Brazil,BrzCstN,OtherArable,1.98414188,1.87033498
Brazil,BrzCstN,OtherNotArable,0.166823,0.166823
Brazil,BrzCstN,Managed_Pasture,0.19724783,0.28129932
Brazil,BrzCstN,Unmanaged_Pasture,3.83746193,3.68776995
Brazil,BrzCstN,Shrubland,2.839946,2.786556
Brazil,BrzCstS,Cropland,7.870243118,10.74242207
Brazil,BrzCstS,Managed_Forest,0.92237292,1.31083808
Brazil,BrzCstS,Unmanaged_Forest,20.62678803,19.68659943
Brazil,BrzCstS,Grassland,7.9042311,7.65899947
Brazil,BrzCstS,OtherArable,6.49513045,5.9395643
Brazil,BrzCstS,OtherNotArable,1.03676,1.03676
Brazil,BrzCstS,Managed_Pasture,1.34322983,1.8609286
Brazil,BrzCstS,Unmanaged_Pasture,26.10507255,24.23431185
Brazil,BrzCstS,Shrubland,5.372272,5.205682
South America_Southern,BrzCstS,Cropland,0.291879215,0.350220746
South America_Southern,BrzCstS,Grassland,0.5568964,0.5601624
South America_Southern,BrzCstS,OtherArable,0.0707104,0.0674094
South America_Southern,BrzCstS,OtherNotArable,0.006558,0.006558
South America_Southern,BrzCstS,Managed_Pasture,0.0354157,0.0535726
South America_Southern,BrzCstS,Unmanaged_Pasture,2.678778,2.602318
Mexico,California,Cropland,0.057053886,0.135297579
Mexico,California,Managed_Forest,0.00186336,0.00135477
Mexico,California,Unmanaged_Forest,0.01177109,0.00979112
Mexico,California,Grassland,0.001428056,0.001279469
Mexico,California,OtherArable,0.0134169,0.00984786
Mexico,California,OtherNotArable,0.044444,0.044444
Mexico,California,Managed_Pasture,0.0191425,0.0165714
Mexico,California,Unmanaged_Pasture,0.291542,0.2318987
Mexico,California,Shrubland,0.0944057,0.0845828
USA,California,Cropland,3.13061925,3.608052966
USA,California,Managed_Forest,2.49975,3.36125
USA,California,Unmanaged_Forest,8.40462,8.01
USA,California,Grassland,3.73776,3.64313
USA,California,OtherArable,1.18354,1.06233
USA,California,OtherNotArable,1.933458,1.933458
USA,California,Managed_Pasture,0.0983097,0.132682
USA,California,Unmanaged_Pasture,10.67412,10.16052
USA,California,Shrubland,9.84473,9.59548
Canada,CanAtl,Cropland,0.249618628,0.997298666
Canada,CanAtl,Managed_Forest,2.31108,3.19624
Canada,CanAtl,Unmanaged_Forest,33.0826,31.7984
Canada,CanAtl,Grassland,8.16669,7.94525
Canada,CanAtl,OtherArable,0.601174,0.521941
Canada,CanAtl,OtherNotArable,2.156318,2.156318
Canada,CanAtl,Managed_Pasture,0.0917785,0.151957
Canada,CanAtl,Unmanaged_Pasture,0.781616,0.729932
Canada,CanAtl,Shrubland,2.082423,2.025953
Central America and Caribbean,Caribbean,Cropland,4.222216005,5.498938605
Central America and Caribbean,Caribbean,Managed_Forest,0.984147,1.27434
Central America and Caribbean,Caribbean,Unmanaged_Forest,4.186377,3.708197
Central America and Caribbean,Caribbean,Grassland,2.707440775,2.492136002
Central America and Caribbean,Caribbean,OtherArable,2.084064341,1.747841977
Central America and Caribbean,Caribbean,OtherNotArable,0.229049,0.229049
Central America and Caribbean,Caribbean,Managed_Pasture,0.279386725,0.393839694
Central America and Caribbean,Caribbean,Unmanaged_Pasture,4.267622727,3.61677609
Central America and Caribbean,Caribbean,Shrubland,0.01029156,0.00947315
USA,Caribbean,Cropland,0.05742054,0.061604226
USA,Caribbean,Managed_Forest,0.0510756,0.071275
USA,Caribbean,Unmanaged_Forest,0.170103,0.159083
USA,Caribbean,Grassland,0.140763,0.135755
USA,Caribbean,OtherArable,0.0596209,0.0564732
USA,Caribbean,OtherNotArable,0.284257,0.284257
USA,Caribbean,Managed_Pasture,8.06E-04,0.00113261
USA,Caribbean,Unmanaged_Pasture,0.0866724,0.0811381
Central Asia,CaspianE,Cropland,1.684066666,2.025544167
Central Asia,CaspianE,Grassland,3.99135,3.96667
Central Asia,CaspianE,OtherArable,0.24194,0.220354
Central Asia,CaspianE,OtherNotArable,10.01040511,10.01040511
Central Asia,CaspianE,Managed_Pasture,0.632415,0.980083
Central Asia,CaspianE,Unmanaged_Pasture,30.8776,30.34001
Central Asia,CaspianE,Shrubland,17.02974,16.92445
Middle East,CaspianE,Cropland,2.08873509,2.37533295
Middle East,CaspianE,Managed_Forest,0.199776,0.219648
Middle East,CaspianE,Unmanaged_Forest,0.1773049,0.17378203
Middle East,CaspianE,Grassland,2.551781,2.518298
Middle East,CaspianE,OtherArable,0.693119,0.526072
Middle East,CaspianE,OtherNotArable,0.6135685,0.6135685
Middle East,CaspianE,Managed_Pasture,0.0160705,0.0245034
Middle East,CaspianE,Unmanaged_Pasture,1.2816059,1.2528406
Middle East,CaspianE,Shrubland,6.255885,6.173798
South Asia,CaspianE,Cropland,0.76428494,0.863613258
South Asia,CaspianE,Grassland,1.733051,1.69326
South Asia,CaspianE,OtherArable,0.772236,0.543388
South Asia,CaspianE,OtherNotArable,0.08821111,0.08821111
South Asia,CaspianE,Managed_Pasture,0.268406,0.685878
South Asia,CaspianE,Unmanaged_Pasture,4.453195,4.245972
South Asia,CaspianE,Shrubland,1.783069,1.74213
Central Asia,CaspianNE,Cropland,0.211348253,0.26318824
Central Asia,CaspianNE,Managed_Forest,0.0102338,0.0137114
Central Asia,CaspianNE,Unmanaged_Forest,0.03410273,0.03309345
Central Asia,CaspianNE,Grassland,2.679705,2.667566
Central Asia,CaspianNE,OtherArable,0.204852,0.193546
Central Asia,CaspianNE,OtherNotArable,0.9182701,0.9182701
Central Asia,CaspianNE,Managed_Pasture,0.544105,0.861815
Central Asia,CaspianNE,Unmanaged_Pasture,26.45967,26.12335
Central Asia,CaspianNE,Shrubland,2.705899,2.693641
Russia,CaspianNE,Cropland,2.746272804,3.054300255
Russia,CaspianNE,Managed_Forest,0.0615574,0.0738999
Russia,CaspianNE,Unmanaged_Forest,0.849434,0.849434
Russia,CaspianNE,Grassland,2.39186,2.39186
Russia,CaspianNE,OtherArable,2.49038,2.16703
Russia,CaspianNE,OtherNotArable,0.446139,0.446139
Russia,CaspianNE,Managed_Pasture,0.112979,0.115969
Russia,CaspianNE,Unmanaged_Pasture,6.99747,6.99747
Russia,CaspianNE,Shrubland,0.231674,0.231674
Central Asia,CaspianSW,Cropland,2.375348413,2.805930154
Central Asia,CaspianSW,Managed_Forest,0.476882,0.655394
Central Asia,CaspianSW,Unmanaged_Forest,1.568066,1.461976
Central Asia,CaspianSW,Grassland,3.138346,3.033846
Central Asia,CaspianSW,OtherArable,0.621558,0.564643
Central Asia,CaspianSW,OtherNotArable,0.527544,0.527544
Central Asia,CaspianSW,Managed_Pasture,0.0992754,0.150371
Central Asia,CaspianSW,Unmanaged_Pasture,4.812019,4.460739
Central Asia,CaspianSW,Shrubland,1.243703,1.202293
Europe_Non_EU,CaspianSW,Cropland,0.83153389,1.063344699
Europe_Non_EU,CaspianSW,Managed_Forest,0.0685018,0.0825987
Europe_Non_EU,CaspianSW,Unmanaged_Forest,0.1169895,0.0998549
Europe_Non_EU,CaspianSW,Grassland,1.690531,1.587801
Europe_Non_EU,CaspianSW,OtherArable,0.528286,0.456331
Europe_Non_EU,CaspianSW,OtherNotArable,0.038931,0.038931
Europe_Non_EU,CaspianSW,Managed_Pasture,0.126877,0.169584
Europe_Non_EU,CaspianSW,Unmanaged_Pasture,0.765488,0.670846
Europe_Non_EU,CaspianSW,Shrubland,0.03543349,0.03328029
Middle East,CaspianSW,Cropland,4.560608295,5.66744533
Middle East,CaspianSW,Managed_Forest,0.203247,0.259657
Middle East,CaspianSW,Unmanaged_Forest,0.1726328,0.1541898
Middle East,CaspianSW,Grassland,1.875806,1.779596
Middle East,CaspianSW,OtherArable,2.03237,1.75539
Middle East,CaspianSW,OtherNotArable,0.15484563,0.15484563
Middle East,CaspianSW,Managed_Pasture,0.0926194,0.169406
Middle East,CaspianSW,Unmanaged_Pasture,7.08351,6.26118
Middle East,CaspianSW,Shrubland,0.508309,0.482239
Russia,CaspianSW,Cropland,0.004500503,0.005507127
Russia,CaspianSW,Managed_Forest,2.77E-04,4.05E-04
Russia,CaspianSW,Unmanaged_Forest,0.00367793,0.00361268
Russia,CaspianSW,Grassland,0.00860084,0.00854066
Russia,CaspianSW,OtherArable,0.00367585,0.00349847
Russia,CaspianSW,OtherNotArable,0.002019,0.002019
Russia,CaspianSW,Managed_Pasture,4.70E-04,5.97E-04
Russia,CaspianSW,Unmanaged_Pasture,0.02805635,0.02709865
Russia,CaspianSW,Shrubland,0,0
India,CauveryR,Cropland,4.168276133,5.508642711
India,CauveryR,Managed_Forest,2.53218,1.96013
India,CauveryR,Unmanaged_Forest,0.0495752,0.0257184
India,CauveryR,Grassland,0.547353,0.327705
India,CauveryR,OtherArable,0.62076,0.284515
India,CauveryR,OtherNotArable,0.09441,0.09441
India,CauveryR,Managed_Pasture,0.0149021,0.0248771
India,CauveryR,Unmanaged_Pasture,0.229463,0.0945239
India,CauveryR,Shrubland,0.1585,0.094895
Southeast Asia,ChaoPhrR,Cropland,5.990211922,6.303595707
Southeast Asia,ChaoPhrR,Managed_Forest,0.511089,0.690737
Southeast Asia,ChaoPhrR,Unmanaged_Forest,5.392487226,5.064625467
Southeast Asia,ChaoPhrR,Grassland,2.971174997,2.836074036
Southeast Asia,ChaoPhrR,OtherArable,0.151944561,0.135602528
Southeast Asia,ChaoPhrR,OtherNotArable,0.17140499,0.17140499
Southeast Asia,ChaoPhrR,Managed_Pasture,0.044778659,0.056242899
Southeast Asia,ChaoPhrR,Unmanaged_Pasture,0.177555311,0.160879627
Southeast Asia,ChaoPhrR,Shrubland,0.1869596,0.1784586
Argentina,ChileCstN,Grassland,0,0
Argentina,ChileCstN,OtherArable,1.39E-05,1.29E-05
Argentina,ChileCstN,OtherNotArable,0.14723047,0.14723047
Argentina,ChileCstN,Managed_Pasture,0.00388535,0.00558627
Argentina,ChileCstN,Unmanaged_Pasture,0.0458654,0.0441655
Argentina,ChileCstN,Shrubland,0,0
South America_Southern,ChileCstN,Cropland,0.177403973,0.239219415
South America_Southern,ChileCstN,Managed_Forest,0.00421724,0.00543479
South America_Southern,ChileCstN,Unmanaged_Forest,0.0793016,0.0766211
South America_Southern,ChileCstN,Grassland,1.889326071,1.883026815
South America_Southern,ChileCstN,OtherArable,0.0549801,0.0502083
South America_Southern,ChileCstN,OtherNotArable,16.830951,16.830951
South America_Southern,ChileCstN,Managed_Pasture,0.081081541,0.119730772
South America_Southern,ChileCstN,Unmanaged_Pasture,6.178429678,6.094798403
South America_Southern,ChileCstN,Shrubland,1.28979,1.28549
Argentina,ChileCstS,Cropland,0.005653704,0.011353191
Argentina,ChileCstS,Managed_Forest,0.118685,0.167093
Argentina,ChileCstS,Unmanaged_Forest,0.749728,0.724477
Argentina,ChileCstS,Grassland,1.845152,1.813922
Argentina,ChileCstS,OtherArable,0.0165644,0.0154192
Argentina,ChileCstS,OtherNotArable,0.96923416,0.96923416
Argentina,ChileCstS,Managed_Pasture,0.118189,0.177262
Argentina,ChileCstS,Unmanaged_Pasture,1.391875,1.336567
Argentina,ChileCstS,Shrubland,0.01454668,0.01430047
South America_Southern,ChileCstS,Cropland,1.43929503,2.045508949
South America_Southern,ChileCstS,Managed_Forest,0.280515,0.393035
South America_Southern,ChileCstS,Unmanaged_Forest,5.15264,4.9478
South America_Southern,ChileCstS,Grassland,10.56755,10.35353
South America_Southern,ChileCstS,OtherArable,0.305751,0.273818
South America_Southern,ChileCstS,OtherNotArable,10.240711,10.240711
South America_Southern,ChileCstS,Managed_Pasture,0.0824663,0.120807
South America_Southern,ChileCstS,Unmanaged_Pasture,6.26684,6.01766
South America_Southern,ChileCstS,Shrubland,2.818804,2.761714
China,ChinaCst,Cropland,13.53018936,14.92999355
China,ChinaCst,Managed_Forest,11.4629,13.53
China,ChinaCst,Unmanaged_Forest,9.04745,7.15678
China,ChinaCst,Grassland,3.51905,3.11545
China,ChinaCst,OtherArable,0,0
China,ChinaCst,OtherNotArable,1.152343,1.152343
China,ChinaCst,Managed_Pasture,0.312318,0.336288
China,ChinaCst,Unmanaged_Pasture,6.07247,4.87918
China,ChinaCst,Shrubland,0.0291155,0.0257762
Taiwan,ChinaCst,Cropland,0.001246566,0.001148987
Taiwan,ChinaCst,Managed_Forest,0,0
Taiwan,ChinaCst,Unmanaged_Forest,0.002965599,0.003028609
Taiwan,ChinaCst,OtherArable,0,0
Taiwan,ChinaCst,Managed_Pasture,2.68E-05,3.69E-05
Taiwan,ChinaCst,Unmanaged_Pasture,6.99E-04,7.23E-04
Canada,ChurchillR,Cropland,1.83E-05,7.13E-05
Canada,ChurchillR,Managed_Forest,0.251469,0.254458
Canada,ChurchillR,Unmanaged_Forest,3.88528283,3.88367906
Canada,ChurchillR,Grassland,3.15622699,3.15522732
Canada,ChurchillR,OtherArable,1.51E-05,1.14E-05
Canada,ChurchillR,OtherNotArable,0.42789,0.42789
Canada,ChurchillR,Managed_Pasture,0.00274286,0.00270368
Canada,ChurchillR,Unmanaged_Pasture,0.026428506,0.026413075
Canada,ChurchillR,Shrubland,1.20050736,1.20012712
Central America and Caribbean,CntAmer,Cropland,4.343279838,5.932718171
Central America and Caribbean,CntAmer,Managed_Forest,3.41791,4.5714
Central America and Caribbean,CntAmer,Unmanaged_Forest,14.507125,13.084325
Central America and Caribbean,CntAmer,Grassland,3.421812656,3.195721534
Central America and Caribbean,CntAmer,OtherArable,2.082921758,1.805681474
Central America and Caribbean,CntAmer,OtherNotArable,0.398749,0.398749
Central America and Caribbean,CntAmer,Managed_Pasture,0.528557921,0.780308838
Central America and Caribbean,CntAmer,Unmanaged_Pasture,8.051116318,7.001851182
Central America and Caribbean,CntAmer,Shrubland,0.2908179,0.2716019
Mexico,CntAmer,Cropland,0.056699004,0.086339928
Mexico,CntAmer,Managed_Forest,0.0228759,0.0261999
Mexico,CntAmer,Unmanaged_Forest,0.099038141,0.076176041
Mexico,CntAmer,Grassland,0,0
Mexico,CntAmer,OtherArable,0.0188467,0.0134397
Mexico,CntAmer,OtherNotArable,0.00702301,0.00702301
Mexico,CntAmer,Managed_Pasture,0.00125434,0.00149401
Mexico,CntAmer,Unmanaged_Pasture,0.01666714,0.01173164
Central America and Caribbean,ColEcuaCst,Cropland,0.028293412,0.089946771
Central America and Caribbean,ColEcuaCst,Managed_Forest,0.300432,0.405548
Central America and Caribbean,ColEcuaCst,Unmanaged_Forest,1.274470189,1.156479149
Central America and Caribbean,ColEcuaCst,Grassland,0.29874169,0.28085149
Central America and Caribbean,ColEcuaCst,OtherArable,0.03996976,0.036278367
Central America and Caribbean,ColEcuaCst,OtherNotArable,0.00130199,0.00130199
Central America and Caribbean,ColEcuaCst,Managed_Pasture,0.02093834,0.03160508
Central America and Caribbean,ColEcuaCst,Unmanaged_Pasture,0.318715642,0.282601746
Central America and Caribbean,ColEcuaCst,Shrubland,0.029219146,0.027468646
Colombia,ColEcuaCst,Cropland,0.2204048,0.303892918
Colombia,ColEcuaCst,Managed_Forest,0.0423466,0.0619328
Colombia,ColEcuaCst,Unmanaged_Forest,2.757803,2.708293
Colombia,ColEcuaCst,Grassland,2.6426542,2.6093415
Colombia,ColEcuaCst,OtherArable,0.010651424,0.00962262
Colombia,ColEcuaCst,OtherNotArable,0.142031999,0.142031999
Colombia,ColEcuaCst,Managed_Pasture,0.01795712,0.03458505
Colombia,ColEcuaCst,Unmanaged_Pasture,1.13207968,1.10346138
Colombia,ColEcuaCst,Shrubland,0.609185624,0.601955686
South America_Southern,ColEcuaCst,Cropland,1.706468034,2.031595395
South America_Southern,ColEcuaCst,Managed_Forest,0.127834,0.182516
South America_Southern,ColEcuaCst,Unmanaged_Forest,2.33957376,2.24928213
South America_Southern,ColEcuaCst,Grassland,1.012311511,0.982778779
South America_Southern,ColEcuaCst,OtherArable,0.388028667,0.352890648
South America_Southern,ColEcuaCst,OtherNotArable,0.562134,0.562134
South America_Southern,ColEcuaCst,Managed_Pasture,0.04400207,0.06310509
South America_Southern,ColEcuaCst,Unmanaged_Pasture,3.33861232,3.12485584
South America_Southern,ColEcuaCst,Shrubland,1.035794381,1.005607079
Africa_Eastern,CongoR,Cropland,0.83509995,1.149450383
Africa_Eastern,CongoR,Managed_Forest,0.0479065,0.0448102
Africa_Eastern,CongoR,Unmanaged_Forest,0,0
Africa_Eastern,CongoR,Grassland,0.492171468,0.356136329
Africa_Eastern,CongoR,OtherArable,0.06614279,0.036236331
Africa_Eastern,CongoR,OtherNotArable,0.017255,0.017255
Africa_Eastern,CongoR,Managed_Pasture,0.007521192,0.013758849
Africa_Eastern,CongoR,Unmanaged_Pasture,0.344740379,0.193190059
Africa_Eastern,CongoR,Shrubland,0,0
Africa_Southern,CongoR,Cropland,2.732877756,5.378781326
Africa_Southern,CongoR,Managed_Forest,4.31845,5.86193
Africa_Southern,CongoR,Unmanaged_Forest,13.8800373,12.62606852
Africa_Southern,CongoR,Grassland,20.19333052,19.20539802
Africa_Southern,CongoR,OtherArable,1.970188387,1.642092839
Africa_Southern,CongoR,OtherNotArable,0.0907384,0.0907384
Africa_Southern,CongoR,Managed_Pasture,0.13726002,0.34319608
Africa_Southern,CongoR,Unmanaged_Pasture,17.88829849,16.08272124
Africa_Southern,CongoR,Shrubland,0.402093,0.382424
Africa_Western,CongoR,Cropland,9.106014162,18.7137053
Africa_Western,CongoR,Managed_Forest,16.9075,23.5367
Africa_Western,CongoR,Unmanaged_Forest,146.042764,136.680564
Africa_Western,CongoR,Grassland,101.0933221,96.2675221
Africa_Western,CongoR,OtherArable,2.4105035,1.8543007
Africa_Western,CongoR,OtherNotArable,0.940958,0.940958
Africa_Western,CongoR,Managed_Pasture,0.340071,0.983089
Africa_Western,CongoR,Unmanaged_Pasture,25.78688686,23.66385186
Africa_Western,CongoR,Shrubland,0.28931912,0.27576452
EU-12,DanubeR,Cropland,17.40047504,19.56584482
EU-12,DanubeR,Managed_Forest,6.73205,8.20102
EU-12,DanubeR,Unmanaged_Forest,7.82108,6.38521
EU-12,DanubeR,Grassland,5.95968,5.22019
EU-12,DanubeR,OtherArable,1.00045,0.807621
EU-12,DanubeR,OtherNotArable,0.480751,0.480751
EU-12,DanubeR,Managed_Pasture,0.178297,0.223962
EU-12,DanubeR,Unmanaged_Pasture,6.22091,4.91013
EU-12,DanubeR,Shrubland,0.00842981,0.00738381
EU-15,DanubeR,Cropland,2.9535465,3.82912342
EU-15,DanubeR,Managed_Forest,2.52637,3.03247
EU-15,DanubeR,Unmanaged_Forest,2.46769,1.98508
EU-15,DanubeR,Grassland,2.79373,2.45176
EU-15,DanubeR,OtherArable,0.265657,0.21125
EU-15,DanubeR,OtherNotArable,0.2952709,0.2952709
EU-15,DanubeR,Managed_Pasture,0,0
EU-15,DanubeR,Unmanaged_Pasture,2.39145,1.88934
EU-15,DanubeR,Shrubland,0.00475108,0.00416951
Europe_Eastern,DanubeR,Cropland,1.808704862,2.03315633
Europe_Eastern,DanubeR,Managed_Forest,0.37236,0.466707
Europe_Eastern,DanubeR,Unmanaged_Forest,1.2068327,1.0221947
Europe_Eastern,DanubeR,Grassland,0.4075151,0.3581521
Europe_Eastern,DanubeR,OtherArable,0.106905,0.0854725
Europe_Eastern,DanubeR,OtherNotArable,0.041043,0.041043
Europe_Eastern,DanubeR,Managed_Pasture,0.0287304,0.0388976
Europe_Eastern,DanubeR,Unmanaged_Pasture,0.3514928,0.2784928
Europe_Eastern,DanubeR,Shrubland,0.00439488,0.00386252
