region,riverBasin,Variable,2020,2060
Europe_Non_EU,DanubeR,Cropland,4.092711258,4.968904395
Europe_Non_EU,DanubeR,Managed_Forest,2.42399,2.98593
Europe_Non_EU,DanubeR,Unmanaged_Forest,4.09173,3.37788
Europe_Non_EU,DanubeR,Grassland,1.84774,1.62467
Europe_Non_EU,DanubeR,OtherArable,1.2156,0.992308
Europe_Non_EU,DanubeR,OtherNotArable,0.200441,0.200441
Europe_Non_EU,DanubeR,Managed_Pasture,0.263631,0.32883
Europe_Non_EU,DanubeR,Unmanaged_Pasture,1.57839,1.23527
European Free Trade Association,DanubeR,Cropland,0.004095265,0.006106016
European Free Trade Association,DanubeR,Managed_Forest,0.00465282,0.00656287
European Free Trade Association,DanubeR,Unmanaged_Forest,0.0215928,0.0204115
European Free Trade Association,DanubeR,Grassland,0.0633731,0.0620248
European Free Trade Association,DanubeR,OtherArable,0.00455579,0.00428512
European Free Trade Association,DanubeR,OtherNotArable,0.017731104,0.017731104
European Free Trade Association,DanubeR,Managed_Pasture,0.00498307,0.00727125
European Free Trade Association,DanubeR,Unmanaged_Pasture,0.0651236,0.0617149
EU-12,DaugavaR,Cropland,0.359493411,0.529843561
EU-12,DaugavaR,Managed_Forest,0.720144,0.842613
EU-12,DaugavaR,Unmanaged_Forest,0.83664,0.656048
EU-12,DaugavaR,Grassland,0.156918,0.133742
EU-12,DaugavaR,OtherArable,0.143009,0.113977
EU-12,DaugavaR,OtherNotArable,0.018402,0.018402
EU-12,DaugavaR,Managed_Pasture,0.00728368,0.00878549
EU-12,DaugavaR,Unmanaged_Pasture,0.254133,0.192613
Europe_Eastern,DaugavaR,Cropland,0.492666097,0.626189272
Europe_Eastern,DaugavaR,Managed_Forest,0.392231,0.515946
Europe_Eastern,DaugavaR,Unmanaged_Forest,1.26939,1.11903
Europe_Eastern,DaugavaR,Grassland,0.3822,0.350108
Europe_Eastern,DaugavaR,OtherArable,0.163193,0.138632
Europe_Eastern,DaugavaR,OtherNotArable,0.013982,0.013982
Europe_Eastern,DaugavaR,Managed_Pasture,0.0348559,0.0509048
Europe_Eastern,DaugavaR,Unmanaged_Pasture,0.42557,0.359286
Russia,DaugavaR,Cropland,0.065308794,0.211678915
Russia,DaugavaR,Managed_Forest,0.108652,0.147236
Russia,DaugavaR,Unmanaged_Forest,1.444269,1.323229
Russia,DaugavaR,Grassland,0.7525057,0.7115657
Russia,DaugavaR,OtherArable,0.112094,0.0994333
Russia,DaugavaR,OtherNotArable,0.001405,0.001405
Russia,DaugavaR,Managed_Pasture,0.0020085,0.00239574
Russia,DaugavaR,Unmanaged_Pasture,0.119863,0.1091676
Africa_Northern,DeadSea,OtherArable,3.88E-04,3.88E-04
Africa_Northern,DeadSea,OtherNotArable,0.215662,0.215662
Middle East,DeadSea,Cropland,0.763478295,0.890936158
Middle East,DeadSea,Grassland,0.145029,0.1395972
Middle East,DeadSea,OtherArable,0.230763,0.204536
Middle East,DeadSea,OtherNotArable,0.871613,0.871613
Middle East,DeadSea,Managed_Pasture,0.010738,0.0207211
Middle East,DeadSea,Unmanaged_Pasture,0.821486,0.762197
Middle East,DeadSea,Shrubland,1.241359,1.194867
Europe_Eastern,DnieperR,Cropland,14.94329123,17.98437114
Europe_Eastern,DnieperR,Managed_Forest,2.62153,3.30151
Europe_Eastern,DnieperR,Unmanaged_Forest,8.4841,7.16064
Europe_Eastern,DnieperR,Grassland,3.68567,3.22843
Europe_Eastern,DnieperR,OtherArable,4.98343,3.99565
Europe_Eastern,DnieperR,OtherNotArable,0.691049,0.691049
Europe_Eastern,DnieperR,Managed_Pasture,0.411099,0.556041
Europe_Eastern,DnieperR,Unmanaged_Pasture,5.01928,3.92453
Europe_Eastern,DnieperR,Shrubland,0.0222673,0.0195049
Russia,DnieperR,Cropland,1.659865637,2.201297973
Russia,DnieperR,Managed_Forest,0.209128,0.288891
Russia,DnieperR,Unmanaged_Forest,2.777426,2.584716
Russia,DnieperR,Grassland,1.3795009,1.3098709
Russia,DnieperR,OtherArable,2.50879,2.27764
Russia,DnieperR,OtherNotArable,0.057499,0.057499
Russia,DnieperR,Managed_Pasture,0.0250372,0.0299553
Russia,DnieperR,Unmanaged_Pasture,1.4930322,1.3604022
EU-12,DniesterR,Cropland,0.001162319,0.001405702
EU-12,DniesterR,Managed_Forest,0.00444738,0.00563216
EU-12,DniesterR,Unmanaged_Forest,0.00516682,0.00438512
EU-12,DniesterR,Grassland,0.00480559,0.00433252
EU-12,DniesterR,OtherArable,3.20E-04,2.68E-04
EU-12,DniesterR,Managed_Pasture,2.29E-05,3.06E-05
EU-12,DniesterR,Unmanaged_Pasture,7.99E-04,6.70E-04
Europe_Eastern,DniesterR,Cropland,3.499783564,3.914094076
Europe_Eastern,DniesterR,Managed_Forest,0.397873,0.493308
Europe_Eastern,DniesterR,Unmanaged_Forest,1.292637,1.09772
Europe_Eastern,DniesterR,Grassland,0.6175073,0.5435223
Europe_Eastern,DniesterR,OtherArable,0.575915,0.459094
Europe_Eastern,DniesterR,OtherNotArable,0.0868001,0.0868001
Europe_Eastern,DniesterR,Managed_Pasture,0.0565898,0.0753044
Europe_Eastern,DniesterR,Unmanaged_Pasture,0.6947043,0.5519663
EU-12,DnkGrmCst,Cropland,0.002074055,0.002501935
EU-12,DnkGrmCst,Managed_Forest,0.00232616,0.00271301
EU-12,DnkGrmCst,Unmanaged_Forest,0.00270246,0.00211232
EU-12,DnkGrmCst,OtherArable,1.15E-04,8.98E-05
EU-12,DnkGrmCst,Managed_Pasture,2.32E-05,2.77E-05
EU-12,DnkGrmCst,Unmanaged_Pasture,8.10E-04,6.06E-04
EU-15,DnkGrmCst,Cropland,3.642591856,4.100631384
EU-15,DnkGrmCst,Managed_Forest,0.521662,0.602041
EU-15,DnkGrmCst,Unmanaged_Forest,0.509544,0.3941
EU-15,DnkGrmCst,Grassland,1.05812,0.894359
EU-15,DnkGrmCst,OtherArable,0.334774,0.257234
EU-15,DnkGrmCst,OtherNotArable,0.194878,0.194878
EU-15,DnkGrmCst,Managed_Pasture,0,0
EU-15,DnkGrmCst,Unmanaged_Pasture,0.72877,0.547096
Europe_Eastern,DonR,Cropland,2.939333265,3.514140543
Europe_Eastern,DonR,Managed_Forest,0.0313435,0.0354402
Europe_Eastern,DonR,Unmanaged_Forest,0.1016478,0.0779981
Europe_Eastern,DonR,Grassland,1.1022111,0.8782951
Europe_Eastern,DonR,OtherArable,0.353938,0.240894
Europe_Eastern,DonR,OtherNotArable,0.0791441,0.0791441
Europe_Eastern,DonR,Managed_Pasture,0.0551693,0.0622578
Europe_Eastern,DonR,Unmanaged_Pasture,0.6757875,0.4504015
Russia,DonR,Cropland,12.20996216,14.21779524
Russia,DonR,Managed_Forest,0.0197562,0.0274438
Russia,DonR,Unmanaged_Forest,0.2623313,0.2455333
Russia,DonR,Grassland,5.433763,5.182083
Russia,DonR,OtherArable,10.1723,9.28636
Russia,DonR,OtherNotArable,0.172145,0.172145
Russia,DonR,Managed_Pasture,0.166276,0.198469
Russia,DonR,Unmanaged_Pasture,9.912656,9.019436
Russia,DonR,Shrubland,0.00250538,0.00238933
EU-15,DouroR,Cropland,2.99684098,3.635544131
EU-15,DouroR,Managed_Forest,0.335963,0.394244
EU-15,DouroR,Unmanaged_Forest,0.328159,0.258075
EU-15,DouroR,Grassland,2.12646,1.95807
EU-15,DouroR,OtherArable,0.275464,0.236567
EU-15,DouroR,OtherNotArable,0.0744007,0.0744007
EU-15,DouroR,Managed_Pasture,0,0
EU-15,DouroR,Unmanaged_Pasture,1.97896,1.69785
EU-15,DouroR,Shrubland,1.74903,1.61053
Russia,DvinaRN,Cropland,0.08552744,0.336614105
Russia,DvinaRN,Managed_Forest,1.82277,2.59058
Russia,DvinaRN,Unmanaged_Forest,24.21948,23.24268
Russia,DvinaRN,Grassland,1.160358,1.127147
Russia,DvinaRN,OtherArable,0.0257363,0.0241205
Russia,DvinaRN,OtherNotArable,0.022909,0.022909
Russia,DvinaRN,Managed_Pasture,0.00199096,0.0024862
Russia,DvinaRN,Unmanaged_Pasture,0.1187842,0.1131934
Russia,DvinaRN,Shrubland,0.0771193,0.074912
EU-15,EbroR,Cropland,2.342816567,2.736562309
EU-15,EbroR,Managed_Forest,0.318496,0.407474
EU-15,EbroR,Unmanaged_Forest,0.3120501,0.2719971
EU-15,EbroR,Grassland,2.099041,1.972601
EU-15,EbroR,OtherArable,0.346462,0.301278
EU-15,EbroR,OtherNotArable,0.0708998,0.0708998
EU-15,EbroR,Managed_Pasture,0,0
EU-15,EbroR,Unmanaged_Pasture,1.477589,1.322419
EU-15,EbroR,Shrubland,1.923619,1.807739
Europe_Non_EU,EJrdnSyr,Cropland,0.026512304,0.02792965
Europe_Non_EU,EJrdnSyr,OtherArable,0.00588725,0.00447525
Europe_Non_EU,EJrdnSyr,Managed_Pasture,0.00198971,0.00198436
Europe_Non_EU,EJrdnSyr,Unmanaged_Pasture,0.0130238,0.0130238
Europe_Non_EU,EJrdnSyr,Shrubland,0.014487,0.014487
Middle East,EJrdnSyr,Cropland,0.844355158,1.099426126
Middle East,EJrdnSyr,Grassland,0.169593,0.1670491
Middle East,EJrdnSyr,OtherArable,0.41436,0.349692
Middle East,EJrdnSyr,OtherNotArable,6.2903732,6.2903732
Middle East,EJrdnSyr,Managed_Pasture,0.0580299,0.105721
Middle East,EJrdnSyr,Unmanaged_Pasture,4.497733,4.360765
Middle East,EJrdnSyr,Shrubland,6.57225,6.47366
EU-12,ElbeR,Cropland,1.854605537,2.122211386
EU-12,ElbeR,Managed_Forest,0.583012,0.712415
EU-12,ElbeR,Unmanaged_Forest,0.677324,0.554677
EU-12,ElbeR,Grassland,1.03446,0.917304
EU-12,ElbeR,OtherArable,0.232638,0.191918
EU-12,ElbeR,OtherNotArable,0.0639339,0.0639339
EU-12,ElbeR,Managed_Pasture,0.0181383,0.0233166
EU-12,ElbeR,Unmanaged_Pasture,0.632858,0.511192
EU-15,ElbeR,Cropland,3.205823455,3.846645826
EU-15,ElbeR,Managed_Forest,0.957373,1.13445
EU-15,ElbeR,Unmanaged_Forest,0.935133,0.742616
EU-15,ElbeR,Grassland,2.50325,2.17018
EU-15,ElbeR,OtherArable,0.299018,0.234187
EU-15,ElbeR,OtherNotArable,0.183307,0.183307
EU-15,ElbeR,Managed_Pasture,0,0
EU-15,ElbeR,Unmanaged_Pasture,1.04511,0.817627
EU-15,EmsWeserR,Cropland,2.218602447,2.664786372
EU-15,EmsWeserR,Managed_Forest,0.685682,0.817631
EU-15,EmsWeserR,Unmanaged_Forest,0.669754,0.535226
EU-15,EmsWeserR,Grassland,1.49263,1.29698
EU-15,EmsWeserR,OtherArable,0.207737,0.16277
EU-15,EmsWeserR,OtherNotArable,0.111169,0.111169
EU-15,EmsWeserR,Managed_Pasture,0,0
EU-15,EmsWeserR,Unmanaged_Pasture,0.925959,0.722972
EU-15,EngWales,Cropland,4.277237768,5.388623059
EU-15,EngWales,Managed_Forest,0.91826,1.12374
EU-15,EngWales,Unmanaged_Forest,0.896929,0.735609
EU-15,EngWales,Grassland,1.58673,1.4691
EU-15,EngWales,OtherArable,1.28868,1.11799
EU-15,EngWales,OtherNotArable,0.724663,0.724663
EU-15,EngWales,Managed_Pasture,0,0
EU-15,EngWales,Unmanaged_Pasture,5.30157,4.43434
Middle East,FarahrudR,Cropland,0.036501943,0.05717403
Middle East,FarahrudR,Grassland,0.358234,0.353422
Middle East,FarahrudR,OtherArable,0.109843,0.101884
Middle East,FarahrudR,OtherNotArable,1.8483991,1.8483991
Middle East,FarahrudR,Managed_Pasture,0.00203066,0.00414146
Middle East,FarahrudR,Unmanaged_Pasture,0.1548954,0.150725
Middle East,FarahrudR,Shrubland,0.434767,0.428927
South Asia,FarahrudR,Cropland,0.186861013,0.183397471
South Asia,FarahrudR,Grassland,0.3459251,0.3350228
South Asia,FarahrudR,OtherArable,0.194441,0.132585
South Asia,FarahrudR,OtherNotArable,0.419345,0.419345
South Asia,FarahrudR,Managed_Pasture,0.168421,0.432509
South Asia,FarahrudR,Unmanaged_Pasture,2.777902,2.624504
South Asia,FarahrudR,Shrubland,1.093674,1.0592049
EU-15,Finland,Cropland,2.180442693,4.455342202
EU-15,Finland,Managed_Forest,10.093,10.9943
EU-15,Finland,Unmanaged_Forest,9.85855,7.19694
EU-15,Finland,Grassland,1.43743,1.15497
EU-15,Finland,OtherArable,0.901156,0.682281
EU-15,Finland,OtherNotArable,0.111054,0.111054
EU-15,Finland,Managed_Pasture,0,0
EU-15,Finland,Unmanaged_Pasture,0.0224545,0.01582
EU-15,Finland,Shrubland,0.0336771,0.0270595
Russia,Finland,Cropland,0.040117333,0.185030526
Russia,Finland,Managed_Forest,0.0840729,0.101874
Russia,Finland,Unmanaged_Forest,1.130842,0.979379
Russia,Finland,Grassland,0.1087566,0.0982339
Russia,Finland,OtherArable,6.35E-04,5.37E-04
Russia,Finland,OtherNotArable,4.36E-04,4.36E-04
Russia,Finland,Managed_Pasture,4.50E-07,4.70E-07
Russia,Finland,Unmanaged_Pasture,2.75E-05,2.34E-05
Russia,Finland,Shrubland,0.00648215,0.00585497
Indonesia,FlyR,Cropland,0.007049679,0.0327631
Indonesia,FlyR,Managed_Forest,0.0157807,0.0198015
Indonesia,FlyR,Unmanaged_Forest,0.204358601,0.175204601
Indonesia,FlyR,OtherArable,0.002490159,0.001953131
Indonesia,FlyR,Managed_Pasture,1.53E-05,2.86E-05
Indonesia,FlyR,Unmanaged_Pasture,3.30E-04,2.74E-04
Southeast Asia,FlyR,Cropland,0.141471367,0.587367924
Southeast Asia,FlyR,Managed_Forest,0.417849,0.542022
Southeast Asia,FlyR,Unmanaged_Forest,4.3673967,3.8848897
Southeast Asia,FlyR,Grassland,1.1877083,1.1028163
Southeast Asia,FlyR,OtherArable,0.007521685,0.005758442
Southeast Asia,FlyR,Managed_Pasture,0.003064601,0.003778272
Southeast Asia,FlyR,Unmanaged_Pasture,0.0119544,0.01032663
EU-15,FranceCstS,Cropland,0.391011941,0.513945438
EU-15,FranceCstS,Managed_Forest,0.361991,0.453436
EU-15,FranceCstS,Unmanaged_Forest,0.3549125,0.3034805
EU-15,FranceCstS,Grassland,1.243091,1.148661
EU-15,FranceCstS,OtherArable,0.100456,0.0853405
EU-15,FranceCstS,OtherNotArable,0.08507524,0.08507524
EU-15,FranceCstS,Managed_Pasture,0,0
EU-15,FranceCstS,Unmanaged_Pasture,0.2679908,0.2346468
EU-15,FranceCstS,Shrubland,0.2640508,0.2439928
EU-15,FranceCstW,Cropland,3.93522055,4.635174445
EU-15,FranceCstW,Managed_Forest,0.835503,1.01285
EU-15,FranceCstW,Unmanaged_Forest,0.8173293,0.6692403
EU-15,FranceCstW,Grassland,1.5002836,1.3445136
EU-15,FranceCstW,OtherArable,0.985731,0.818139
EU-15,FranceCstW,OtherNotArable,0.1250123,0.1250123
EU-15,FranceCstW,Managed_Pasture,0,0
EU-15,FranceCstW,Unmanaged_Pasture,2.1858068,1.7839668
EU-15,FranceCstW,Shrubland,0.03858791,0.03458131
Canada,FraserR,Cropland,0.199897664,0.8884987
Canada,FraserR,Managed_Forest,1.27332,1.73798
Canada,FraserR,Unmanaged_Forest,18.21725,17.20255
Canada,FraserR,Grassland,1.320973,1.265241
Canada,FraserR,OtherArable,0.391238,0.311397
Canada,FraserR,OtherNotArable,0.652352,0.652352
Canada,FraserR,Managed_Pasture,0.0203267,0.0331283
Canada,FraserR,Unmanaged_Pasture,0.172914,0.1572896
Canada,FraserR,Shrubland,0.00275692,0.00264061
USA,FraserR,Cropland,0.0013456,0.00184134
USA,FraserR,Managed_Forest,0.00430016,0.00562923
USA,FraserR,Unmanaged_Forest,0.01443014,0.0132484
USA,FraserR,Grassland,0.00557954,0.00525653
USA,FraserR,OtherArable,0.00159334,0.00135704
USA,FraserR,Managed_Pasture,8.58E-06,1.11E-05
USA,FraserR,Unmanaged_Pasture,9.32E-04,8.45E-04
China,GangesR,Cropland,0.07471678,0.09717927
China,GangesR,Managed_Forest,0.131126,0.180082
China,GangesR,Unmanaged_Forest,0.10350617,0.09531407
China,GangesR,Grassland,2.0048097,2.0036897
China,GangesR,OtherArable,0.0328166,0.0318072
China,GangesR,OtherNotArable,8.213511,8.213511
China,GangesR,Managed_Pasture,1.02997,1.3536
China,GangesR,Unmanaged_Pasture,20.026842,19.642342
China,GangesR,Shrubland,0.43084168,0.43060168
India,GangesR,Cropland,51.58472758,63.90624466
India,GangesR,Managed_Forest,26.8198,23.5838
India,GangesR,Unmanaged_Forest,0.532262,0.331402
India,GangesR,Grassland,9.0205535,5.9941225
India,GangesR,OtherArable,8.3636398,4.4910687
India,GangesR,OtherNotArable,2.57698,2.57698
India,GangesR,Managed_Pasture,0.1635748,0.3189708
India,GangesR,Unmanaged_Pasture,2.5189412,1.23252156
India,GangesR,Shrubland,2.5464,1.6918
South Asia,GangesR,Cropland,7.782795492,9.40767775
South Asia,GangesR,Managed_Forest,4.43267,5.28289
South Asia,GangesR,Unmanaged_Forest,5.31516676,4.35614276
South Asia,GangesR,Grassland,3.60218759,3.12696549
South Asia,GangesR,OtherArable,2.7791797,2.1584862
South Asia,GangesR,OtherNotArable,2.538744001,2.538744001
South Asia,GangesR,Managed_Pasture,0.15509811,0.56284277
South Asia,GangesR,Unmanaged_Pasture,2.506107221,1.861795121
South Asia,GangesR,Shrubland,1.391718,1.208128
Southeast Asia,GangesR,Cropland,0.006127356,0.022913931
Southeast Asia,GangesR,Managed_Forest,0.014996,0.019229
Southeast Asia,GangesR,Unmanaged_Forest,0.1564896,0.1364156
Southeast Asia,GangesR,Grassland,0,0
Southeast Asia,GangesR,OtherArable,7.10E-04,4.87E-04
Southeast Asia,GangesR,OtherNotArable,0.027838,0.027838
Southeast Asia,GangesR,Managed_Pasture,1.46E-05,1.73E-05
Southeast Asia,GangesR,Unmanaged_Pasture,5.67E-05,4.68E-05
Southeast Asia,GangesR,Shrubland,0.00741468,0.00669879
EU-15,Gironde,Cropland,1.973322004,2.421765007
EU-15,Gironde,Managed_Forest,1.03073,1.26924
EU-15,Gironde,Unmanaged_Forest,1.00678,0.830852
EU-15,Gironde,Grassland,1.98677,1.78933
EU-15,Gironde,OtherArable,0.499889,0.419657
EU-15,Gironde,OtherNotArable,0.0553776,0.0553776
EU-15,Gironde,Managed_Pasture,0,0
EU-15,Gironde,Unmanaged_Pasture,1.34712,1.1158
EU-15,Gironde,Shrubland,0.0204139,0.0183852
Central Asia,Gobi,Cropland,0.308423971,0.556650144
Central Asia,Gobi,Managed_Forest,0.0230186,0.03155
Central Asia,Gobi,Unmanaged_Forest,0.0764276,0.0748625
Central Asia,Gobi,Grassland,8.3206,8.29566
Central Asia,Gobi,OtherArable,0.217534,0.186416
Central Asia,Gobi,OtherNotArable,5.543533,5.543533
Central Asia,Gobi,Managed_Pasture,1.599,2.50261
Central Asia,Gobi,Unmanaged_Pasture,77.9013,76.8236
Central Asia,Gobi,Shrubland,8.37208,8.34699
China,Gobi,Cropland,1.759115478,1.65198272
China,Gobi,Managed_Forest,0.00785141,0.0102273
China,Gobi,Unmanaged_Forest,0.00634369,0.00610147
China,Gobi,Grassland,8.29509,8.25034
China,Gobi,OtherArable,0.532701,0.530003
China,Gobi,OtherNotArable,28.500554,28.500554
China,Gobi,Managed_Pasture,2.28997,2.97736
China,Gobi,Unmanaged_Pasture,45.129,44.721
China,Gobi,Shrubland,23.52974,23.40279
Russia,Gobi,Cropland,0.02925403,0.067267979
Russia,Gobi,Managed_Forest,0.0136605,0.0186968
Russia,Gobi,Unmanaged_Forest,0.1836808,0.1805674
Russia,Gobi,Grassland,0.702578,0.696353
Russia,Gobi,OtherArable,0.114227,0.101083
Russia,Gobi,OtherNotArable,0.01558,0.01558
Russia,Gobi,Managed_Pasture,0.0170617,0.0203568
Russia,Gobi,Unmanaged_Pasture,1.032909,1.012332
Russia,Gobi,Shrubland,0.3708757,0.3675898
India,GodavariR,Cropland,16.25691936,21.60002356
India,GodavariR,Managed_Forest,5.2546,4.17794
India,GodavariR,Unmanaged_Forest,0.102875,0.0548177
India,GodavariR,Grassland,5.95701,3.65384
India,GodavariR,OtherArable,2.37203,1.11304
India,GodavariR,OtherNotArable,0.123123,0.123123
India,GodavariR,Managed_Pasture,0.0568173,0.0986165
India,GodavariR,Unmanaged_Pasture,0.874871,0.374707
India,GodavariR,Shrubland,0.51177,0.313903
USA,GreatBasin,Cropland,0.941790891,1.291121521
USA,GreatBasin,Managed_Forest,0.358509,0.466716
USA,GreatBasin,Unmanaged_Forest,1.21945,1.197107
USA,GreatBasin,Grassland,1.250222,1.240504
USA,GreatBasin,OtherArable,0.961604,0.849645
USA,GreatBasin,OtherNotArable,1.035953,1.035953
USA,GreatBasin,Managed_Pasture,0.130601,0.173896
USA,GreatBasin,Unmanaged_Pasture,14.2751,14.04146
USA,GreatBasin,Shrubland,15.84544,15.72227
Canada,GreatLakes,Cropland,4.76817438,6.700112692
Canada,GreatLakes,Managed_Forest,2.22646,2.9373
Canada,GreatLakes,Unmanaged_Forest,32.0027,29.8834
Canada,GreatLakes,Grassland,4.13137,3.92306
Canada,GreatLakes,OtherArable,1.9911,1.69636
Canada,GreatLakes,OtherNotArable,0.251038,0.251038
Canada,GreatLakes,Managed_Pasture,0.0638106,0.0993714
Canada,GreatLakes,Unmanaged_Pasture,0.546273,0.491257
Canada,GreatLakes,Shrubland,0.01941814,0.01843904
USA,GreatLakes,Cropland,7.334969931,8.211826792
USA,GreatLakes,Managed_Forest,3.30076,4.1878
USA,GreatLakes,Unmanaged_Forest,11.13212,10.17466
USA,GreatLakes,Grassland,3.81154,3.56711
USA,GreatLakes,OtherArable,0.727705,0.595527
USA,GreatLakes,OtherNotArable,1.20332,1.20332
USA,GreatLakes,Managed_Pasture,0.037939,0.0464553
USA,GreatLakes,Unmanaged_Pasture,4.14712,3.70877
Central America and Caribbean,GrijUsuR,Cropland,0.662987619,0.946806812
Central America and Caribbean,GrijUsuR,Managed_Forest,0.474371,0.623619
Central America and Caribbean,GrijUsuR,Unmanaged_Forest,2.01125,1.77197
Central America and Caribbean,GrijUsuR,Grassland,0.443041,0.406313
Central America and Caribbean,GrijUsuR,OtherArable,0.312187,0.264546
Central America and Caribbean,GrijUsuR,OtherNotArable,0.0381888,0.0381888
Central America and Caribbean,GrijUsuR,Managed_Pasture,0.0549306,0.0794667
Central America and Caribbean,GrijUsuR,Unmanaged_Pasture,0.835492,0.705923
Central America and Caribbean,GrijUsuR,Shrubland,0.0528627,0.0484804
Mexico,GrijUsuR,Cropland,1.351610915,1.69074867
Mexico,GrijUsuR,Managed_Forest,0.793878,1.06188
Mexico,GrijUsuR,Unmanaged_Forest,3.43561,3.07975
Mexico,GrijUsuR,Grassland,0.874019,0.810276
Mexico,GrijUsuR,OtherArable,0.525543,0.458297
Mexico,GrijUsuR,OtherNotArable,0.0659201,0.0659201
Mexico,GrijUsuR,Managed_Pasture,0.0867021,0.12704
Mexico,GrijUsuR,Unmanaged_Pasture,1.15144,0.994063
Mexico,GrijUsuR,Shrubland,0.0446752,0.041417
EU-15,GuadalqR,Cropland,2.222209749,2.460450349
EU-15,GuadalqR,Managed_Forest,0.0738688,0.0890743
EU-15,GuadalqR,Unmanaged_Forest,0.07235721,0.05912091
EU-15,GuadalqR,Grassland,0.5374143,0.5088473
EU-15,GuadalqR,OtherArable,0.217088,0.195511
EU-15,GuadalqR,OtherNotArable,0.06872,0.06872
EU-15,GuadalqR,Managed_Pasture,0,0
EU-15,GuadalqR,Unmanaged_Pasture,1.1950962,1.0791562
EU-15,GuadalqR,Shrubland,1.3944116,1.3202916
EU-15,GuadianaR,Cropland,2.458131445,3.00024733
EU-15,GuadianaR,Managed_Forest,0.157718,0.170994
EU-15,GuadianaR,Unmanaged_Forest,0.154055,0.111934
EU-15,GuadianaR,Grassland,0.593133,0.543188
EU-15,GuadianaR,OtherArable,0.325318,0.279894
EU-15,GuadianaR,OtherNotArable,0.0359404,0.0359404
EU-15,GuadianaR,Managed_Pasture,0,0
EU-15,GuadianaR,Unmanaged_Pasture,1.78578,1.50387
EU-15,GuadianaR,Shrubland,1.61497,1.47898
Africa_Southern,GuineaGulf,Cropland,0.033665745,0.072011555
Africa_Southern,GuineaGulf,Managed_Forest,0.0644628,0.0871265
Africa_Southern,GuineaGulf,Unmanaged_Forest,0.207191,0.187672
Africa_Southern,GuineaGulf,Grassland,0.110295,0.103285
Africa_Southern,GuineaGulf,OtherArable,0.0089941,0.00647274
Africa_Southern,GuineaGulf,OtherNotArable,0.00181209,0.00181209
Africa_Southern,GuineaGulf,Managed_Pasture,0.00186959,0.00449205
Africa_Southern,GuineaGulf,Unmanaged_Pasture,0.243527,0.208945
Africa_Western,GuineaGulf,Cropland,5.686656594,9.876730577
Africa_Western,GuineaGulf,Managed_Forest,3.421050174,4.648084325
Africa_Western,GuineaGulf,Unmanaged_Forest,29.52053601,26.81693301
Africa_Western,GuineaGulf,Grassland,17.07120289,15.84660989
Africa_Western,GuineaGulf,OtherArable,1.0924878,0.8371248
Africa_Western,GuineaGulf,OtherNotArable,0.380331,0.380331
Africa_Western,GuineaGulf,Managed_Pasture,0.144233,0.322411
Africa_Western,GuineaGulf,Unmanaged_Pasture,11.15485711,9.74604731
Africa_Western,GuineaGulf,Shrubland,0.03809867,0.035271035
China,Hainan,Cropland,0.645437199,0.616333325
China,Hainan,Managed_Forest,0.496374,0.663554
China,Hainan,Unmanaged_Forest,0.391779,0.350991
China,Hainan,Grassland,0.499164,0.482479
China,Hainan,OtherArable,0,0
China,Hainan,OtherNotArable,0.034933,0.034933
China,Hainan,Managed_Pasture,0.0610275,0.0752631
China,Hainan,Unmanaged_Pasture,1.18657,1.09199
China,Hainan,Shrubland,0.00766119,0.00740511
Middle East,HamuMashR,Cropland,0.001969967,0.004902555
Middle East,HamuMashR,Grassland,0.116491,0.115845
Middle East,HamuMashR,OtherArable,0.0352666,0.0342855
Middle East,HamuMashR,OtherNotArable,3.23109205,3.23109205
Middle East,HamuMashR,Managed_Pasture,8.00E-04,0.00171097
Middle East,HamuMashR,Unmanaged_Pasture,0.0607663,0.0599335
Middle East,HamuMashR,Shrubland,0.249652,0.248268
Pakistan,HamuMashR,Cropland,0.121471571,0.255809592
Pakistan,HamuMashR,OtherArable,0.269602,0.112281
Pakistan,HamuMashR,OtherNotArable,9.564284,9.564284
Pakistan,HamuMashR,Managed_Pasture,0.574511,1.18763
Pakistan,HamuMashR,Unmanaged_Pasture,0.0131856,0.00301601
Pakistan,HamuMashR,Shrubland,1.22285,0.64288
South Asia,HamuMashR,Cropland,0.001600586,0.006715961
South Asia,HamuMashR,OtherArable,0.240623,0.224028
South Asia,HamuMashR,OtherNotArable,0.424039,0.424039
South Asia,HamuMashR,Managed_Pasture,0.0412663,0.178655
South Asia,HamuMashR,Unmanaged_Pasture,0.664796,0.59453
South Asia,HamuMashR,Shrubland,1.254173,1.198531
USA,Hawaii,Grassland,0.837864,0.837481
USA,Hawaii,OtherArable,0.0290847,0.0290678
USA,Hawaii,OtherNotArable,0.009995,0.009995
USA,Hawaii,Managed_Pasture,0.00140627,0.0021065
USA,Hawaii,Unmanaged_Pasture,0.1512997,0.1509997
Middle East,Helmand,Cropland,0.008631436,0.012133676
Middle East,Helmand,Grassland,0.0570038,0.0557277
Middle East,Helmand,OtherArable,0.0124336,0.0115032
Middle East,Helmand,OtherNotArable,0.96557916,0.96557916
Middle East,Helmand,Managed_Pasture,3.23E-04,6.69E-04
Middle East,Helmand,Unmanaged_Pasture,0.0245377,0.0234437
Middle East,Helmand,Shrubland,0.0244718,0.0239239
Pakistan,Helmand,Cropland,0.01280366,0.029045555
Pakistan,Helmand,OtherArable,0.033241,0.0116385
