"","riverBasin","series","run","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060"
"118","LoireR",69,"moiraiSG17",-4.656455976,-4.64542925,-4.354392455,-4.041971636,-3.748028427,-3.487255246,-1.004311526,-0.411776229,0.133728848,0.616565813000001,1.036139638,0.57703798,0.898049781,1.18286913,1.431269101,1.646565628,1.510942897,1.664057301,1.798354787,1.916978224,2.022514502,2.215747231,2.316885143,2.410324859,2.496113927,2.574722953,1.598662381,1.650241673,1.702020502,1.75042467,1.794403201,1.6467795721,1.676782095,1.703655984,1.728713042,1.75269728,1.307404122,1.317311799,1.32846062,1.340517505,1.353226595,1.70178919,1.74421563,1.785361713,1.825013067,1.863085715,1.473520442,1.505615806,1.538194841,1.570008768,1.600566592
"119","Mackenzie",69,"moiraiSG17",2.545328968,-8.114222112,-6.611666314,-5.078041951,-3.531369717,-1.986046349,-15.183935919,-13.541690621,-11.849607331,-10.12145191,-8.371961081,-10.574891815,-9.077730961,-7.575709855,-6.082247968,-4.607629803,-3.008595099,-1.683455393,-0.388440786000002,0.873158739,2.098195125,2.625449896,3.733380891,4.80350725,5.834287681,6.824892049,3.370592524,4.1157568,4.836937261,5.530521033,6.195047365,6.093562436,6.613867905,7.115523431,7.598674433,8.063343859,7.499923136,7.807587766,8.108288995,8.401317642,8.68619641,8.960034924,9.255389117,9.539550674,9.812271277,10.073658005,9.144295757,9.278955465,9.412600313,9.544208218,9.673232327
"120","Madagascar",69,"moiraiSG17",20.347144228,15.920954275,15.459128225,15.317166433,15.400652412,15.637667996,3.858846036,-0.655826082,-4.171104768,-6.942771312,-9.160944999,-10.744731455,-11.968291929,-13.006820307,-13.905531457,-14.697532125,-14.80022986,-15.147191397,-15.505094905,-15.867206271,-16.229365787,-15.76955649,-16.10387611,-16.424867471,-16.731348544,-17.022772908,-17.823585334,-17.396366868,-17.085129409,-16.858759194,-16.693097066,-16.575847901,-16.127897129,-15.773830174,-15.489194948,-15.256131398,-15.092714295,-14.538241794,-14.079627746,-13.693424517,-13.362381113,-11.88062039,-11.66374355,-11.454462683,-11.251674818,-11.055100137,-11.037894573,-10.415697182,-9.883241653,-9.420266768,-9.011659332
"121","MagdalenaR",69,"moiraiSG17",-7.909798382,8.631114016,7.716969143,6.846356556,6.05672252,5.36664971,-9.387574333,-7.324554909,-5.29315619,-3.352560143,-1.536047946,0.493374391999999,2.082954818,3.516700845,4.804985354,5.959798486,7.1824254,8.0679994,8.864591455,9.58090625,10.225247938,11.393196507,11.956719356,12.459289653,12.908833094,13.31209463,10.782751368,11.044679246,11.293847472,11.528989156,11.749643922,11.441654383,11.601165699,11.755383544,11.9030506,12.043486942,11.038094993,11.105465311,11.180526055,11.259669772,11.340282423,12.034141643,12.154027783,12.262052007,12.359889105,12.448848265,11.671585461,11.70071404,11.736104404,11.775234701,11.816335467
"122","MahanadiR",69,"moiraiSG17",1.513807472,0.158567787,-0.00285730100000038,-0.128901243,-0.228060723000001,-0.306670034,8.70649898,9.560164858,10.215407946,10.719306183,11.107675043,10.240516973,10.370747426,10.473720972,10.555605611,10.620961242,8.33736911,8.152471025,8.014513596,7.911942673,7.835840868,11.307768075,11.639824863,11.886305238,12.068564949,12.202645803,7.88602202,7.549400039,7.297606939,7.109593727,6.969580633,6.129724779,5.982935529,5.873790647,5.792958689,5.733341742,4.944626661,4.842654729,4.766707962,4.710259841,4.668533351,6.099435948,6.210073954,6.294977571,6.360228433,6.410477298,5.982687282,5.968532552,5.958642042,5.95185539,5.947327174
"123","MahiR",69,"moiraiSG17",0.0748421800000001,-0.024693756,-0.057832386,-0.082412106,-0.10064025,-0.114163855,0.486310958,0.613293144,0.708795054,0.780587761,0.834512472,0.731392848,0.742504977,0.751009282,0.757527487,0.762527585,0.668985065,0.642432458,0.622095604,0.606518234,0.594568758,0.543605171,0.564901453,0.581196036,0.593678305,0.603243893,0.471827512,0.439069693,0.415412355,0.398432484,0.386347157,0.352789521,0.339005029,0.329003632,0.321793194,0.316629888,0.2804177,0.268070195,0.258894485,0.25209644,0.247068416,0.286828626,0.298777696,0.307968788,0.315056067,0.320517946,0.306483198,0.30386667,0.301972854,0.300619247,0.29965111
"124","MalaysiaP",69,"moiraiSG17",38.392466596,70.315614642,72.83248799,74.775877243,76.280719797,77.450329966,64.098102619,62.951410706,62.176458391,61.688183735,61.419624988,50.44416544,49.720052726,49.256167399,48.988487756,48.868494253,47.622069339,47.532496882,47.538194809,47.616677956,47.750213348,42.83418413,42.958300682,43.185553408,43.490144115,43.852710209,37.680775801,37.861231203,38.13156228,38.466079761,38.846991571,37.163661517,37.476114948,37.834539642,38.2264718,38.642841705,37.065125474,37.357631583,37.690970118,38.054877655,38.441531452,49.394516242,50.323624222,51.085683064,51.720210845,52.257419912,49.857098622,50.074894184,50.290057678,50.502458088,50.712207264
"125","MarChiq",69,"moiraiSG17",31.571639767,32.885172695,33.543589555,34.119279235,34.611523304,35.027203381,9.977486862,9.023851209,8.217547414,7.515025842,6.893118259,6.954777902,6.485324649,6.065314464,5.690501766,5.357119435,4.89171452,4.62552463,4.390277119,4.183117827,4.001179704,3.568113065,3.421808892,3.294390261,3.183153691,3.086083038,2.355855584,2.267488251,2.192756471,2.128126643,2.071506452,2.056063753,2.016418455,1.980585602,1.948734719,1.920698351,1.506874586,1.471199065,1.441557828,1.416092487,1.393808067,1.916207075,1.913639352,1.911590612,1.909663395,1.907713203,1.670912821,1.663161765,1.656751846,1.651131221,1.646055543
"126","MeditE",69,"moiraiSG17",-4.316880278,-4.137536323,-4.268424154,-4.351123222,-4.417208114,-4.480543719,-2.770643106,-1.802340627,-0.891666656,-0.0538144539999995,0.707795057,0.449388273,1.020950171,1.540535281,2.008697443,2.428550872,3.075792177,3.408911983,3.703840843,3.966700768,4.201838526,3.976404093,4.161876225,4.331755171,4.484965433,4.622057882,3.028437397,3.02763934,3.039102112,3.053086907,3.065589927,2.784009859,2.760813595,2.73977342,2.720589544,2.703226891,2.402558722,2.353803418,2.311558432,2.275023463,2.243517025,2.51753824,2.540616335,2.561920889,2.581274187,2.598733672,2.257328415,2.238472312,2.223824742,2.211798483,2.20159853
"127","MeditIsl",69,"moiraiSG17",-8.944826798,-5.857336009,-6.453032345,-7.084725224,-7.692157593,-8.247470347,-10.888148173,-9.819082896,-8.576935514,-7.320401833,-6.131304843,-5.23382553,-4.273460616,-3.430649087,-2.698401736,-2.066533338,-1.519181277,-1.05393931,-0.656427909,-0.317280275,-0.0281865530000001,0.341660646,0.556673287,0.740000925,0.896344244,1.029712344,0.817658106,0.90530576,0.980199571,1.044232116,1.099012934,0.994147819,1.02888089,1.058639608,1.084215229,1.106225997,0.908961642,0.91817891,0.926196718,0.933200225,0.939360527,1.175439493,1.189801305,1.202490316,1.21373603,1.22371434,1.104847879,1.109521146,1.113889418,1.117953154,1.121743451
"128","MeditS",69,"moiraiSG17",16.50385051,19.486583257,19.914136792,20.25557794,20.52455351,20.734372209,5.933205981,5.03655099,4.352028237,3.830013605,3.432189136,4.112881358,3.873594045,3.6918450696,3.553724821,3.4486412557,3.4726493283,3.418139959,3.3754378148,3.3421092175,3.3162361312,4.885084506,4.8573996908,4.8368326685,4.8214938004,4.8099885902,3.8783959101,3.8686993279,3.8638221258,3.8614296557,3.8604722645,3.1896672864,3.1963274453,3.2015981442,3.2057695101,3.208950869,2.473590122,2.4814439979,2.4875302158,2.4922594318,2.4958511657,2.6313798297,2.6334800206,2.6351779525,2.63652509958,2.63760781249,1.89039133146,1.89535791343,1.89942865039,1.90270853437,1.90529866933
"129","Mekong",69,"moiraiSG17",125.759202875,129.665800855,131.954669903,133.87517975,135.483111383,136.827765823,87.90183837,85.604289139,83.953083195,82.78499111,81.9738456688,71.395647739,70.480971197,69.836467264,69.390030769,69.087852543,64.320109884,63.958289904,63.705315806,63.531110686,63.414919483,59.40482216,59.145473753,58.962331781,58.833971014,58.746600264,42.299331928,41.331553505,40.610621722,40.074539495,39.677632425,31.894369226,31.25982089,30.789899041,30.443884965,30.191385361,24.000175769,23.533284632,23.185802287,22.929115423,22.741778905,33.489513978,33.990005207,34.376098061,34.675931397,34.91072355,28.410559751,28.184808487,28.020249714,27.9025363168,27.820731975
"130","MexBaja",69,"moiraiSG17",0.102997077,0.843063918,0.881386288,0.879626759,0.858452704,0.828619885,-0.0206967099999998,-0.043865531,-0.039483424,-0.0243377480000001,-0.00637277100000001,-0.015889262,0.00378069799999996,0.020320456,0.034277091,0.046223622,0.11573363,0.127917916,0.138960519,0.148983387,0.158152774,0.171824057,0.180347278,0.189041748,0.197450522,0.20540423,0.160639126,0.167110095,0.173807458,0.180375608,0.186670155,0.163160314,0.166987691,0.171266984,0.175679669,0.18006199,0.154141539,0.157068776,0.160529667,0.164155428,0.167766279,0.164545897,0.167901524,0.171272159,0.174536472,0.177643228,0.138284281,0.13959908,0.141668886,0.144010533,0.146387072
"131","MexCstNW",69,"moiraiSG17",-2.148404733,-1.537788632,-2.322752359,-3.052070034,-3.722857628,-4.3387007083,8.928136857,10.432918348,11.507190334,12.302331206,12.911996652,8.221561618,8.27456806,8.395946173,8.546792851,8.707526156,9.748077615,9.991854547,10.204672737,10.394365454,10.56617578,10.500442059,10.627906568,10.759286443,10.887804539,11.010493064,6.971072312,6.786553705,6.692806682,6.653515546,6.647384208,7.24229936,7.319407094,7.387462596,7.449531672,7.507265625,7.356570786,7.404658025,7.452386289,7.498466593,7.542346169,7.564820921,7.607863862,7.649768402,7.689228272,7.725836449,6.561041853,6.516310505,6.495978908,6.489572643,6.491197588
"132","MexCstW",69,"moiraiSG17",-1.419370841,-1.710856818,-2.259856337,-2.78098334,-3.262958617,-3.700804589,-1.024226442,-0.487525641,0.0362434900000002,0.528860937,0.9808540099,0.571671412,0.880172753,1.162523755,1.416693566,1.642837049,2.083249623,2.274748512,2.438926876,2.579891975,2.701106789,2.92290236,3.018004085,3.100315876,3.171543746,3.233236498,2.161086698,2.135758215,2.125827352,2.125645549,2.131462146,2.054709605,2.061675772,2.070183699,2.079490511,2.089075967,1.906911571,1.904957313,1.905533842,1.907769409,1.911054366,1.987937924,1.996241675,2.003859015,2.010795186,2.017082093,1.70840062,1.694441502,1.685579975,1.680207874,1.67720917
"133","MexGulf",69,"moiraiSG17",-2.194064974,-3.076679883,-3.655855888,-4.149243493,-4.572076838,-4.93661049,-2.275412396,-1.642709847,-1.092056356,-0.614425284,-0.201062835,-0.123961197,0.191092610999999,0.464283154,0.701143138,0.906608981,1.171088164,1.325957251,1.460346051,1.577209255,1.679165132,1.85472815,1.940043735,2.015380358,2.081977705,2.1409607,1.533616821,1.554110158,1.577962777,1.60342136,1.629305674,1.437326823,1.443714638,1.453396234,1.465092551,1.477880132,1.280969644,1.279797594,1.282367002,1.287414318,1.294051323,1.512001244,1.536577533,1.557905533,1.576493263,1.592752011,1.28975853,1.284957807,1.28410265,1.285907464,1.289442272
"134","MexInt",69,"moiraiSG17",-0.049301741,0.455924332,0.414033693,0.339267711,0.259954157,0.18816317,0.8584876,0.833969562,0.815360479,0.801096789,0.79002057,0.449120501,0.54943738,0.642783391000001,0.722735655999999,0.788203174,0.929080994999999,0.968763469999999,0.997611254999999,1.019005962,1.035195533,1.040924079,1.063730529,1.084134579,1.101450758,1.11567872,0.826780924999999,0.855935157999999,0.887239051,0.915847340999999,0.94011646,0.901002249,0.895204547,0.890420843,0.886669196,0.883812845,0.795196564,0.781589206,0.772773962,0.767024964,0.763232351,0.758514464,0.764143323,0.769463457,0.77412993,0.778110451,0.622502682,0.619344421,0.621320074,0.625198865,0.629415881
"135","MissouriR",69,"moiraiSG17",-49.187197291,-47.730187089,-46.199708233,-44.795017733,-43.565765292,-42.514873015,-33.186340327,-27.794406588,-22.666419354,-18.106149809,-14.185604794,-12.512470931,-9.814831843,-7.559793715,-5.671858955,-4.085095558,-3.608372231,-2.505624901,-1.5625408,-0.750285064000002,-0.0461410669999999,1.679937435,2.299387148,2.846686275,3.332595349,3.765286351,2.300010119,2.59046172,2.855669194,3.098582855,3.321429328,2.792949863,2.960848637,3.11838302,3.26606767,3.404485025,2.258029124,2.33094981,2.403726555,2.47579311,2.546729595,4.376406933,4.578067903,4.763025901,4.933027865,5.089474413,4.481430279,4.607662967,4.726631476,4.838676875,4.944076831
"136","MissppRN",69,"moiraiSG17",-40.284281595,-40.057475473,-39.681769807,-39.204916684,-38.738568482,-38.326188981,-29.218357978,-23.809962725,-18.606161657,-13.961676393,-9.968528393,-8.414694585,-5.73438653,-3.503704818,-1.644073592,-0.0870812809999991,0.0614140050000004,1.095228309,1.976497618,2.733867618,3.389639502,4.754268941,5.31274982,5.806549641,6.245396242,6.63731822,5.285763309,5.500276892,5.697488473,5.879596145,6.048175325,5.622176269,5.736429457,5.845047412,5.948297349,6.046332968,4.754004327,4.754943594,4.762157916,4.77450747,4.791118203,5.96088526,6.073132478,6.176368231,6.271355801,6.358949214,5.830126799,5.874385996,5.917072543,5.958107893,5.997476412
"137","MissppRS",69,"moiraiSG17",-17.681715821,-19.104144251,-19.79818905,-20.364868737,-20.835565518,-21.229864914,-12.088912274,-10.797501229,-9.520404193,-8.292098095,-7.12421715,-6.922478086,-5.95893033,-5.038700548,-4.158616232,-3.315633844,-3.51804947,-2.839017501,-2.18101727,-1.543982062,-0.927910296999999,-0.207551992000001,0.371390114999999,0.930242945000001,1.468966651,1.987521901,0.756343183,1.096918946,1.433911688,1.765667321,2.090827528,1.66485161,1.913403658,2.159698761,2.402353343,2.640237447,1.677095236,1.808414814,1.94301888,2.079346031,2.21602668,4.818174171,5.11340194,5.391217071,5.652734435,5.898972707,5.268661789,5.427869169,5.582179536,5.731279973,5.875045192
"138","MurrayDrlg",69,"moiraiSG17",-23.129654417,7.908668477,16.628275874,26.046465371,35.502081028,44.594936969,-11.472424241,-8.45996781,-5.733579429,-3.28987211,-1.113797492,-0.150705978999999,1.55170822,3.056481395,4.384712429,5.556417531,6.704096911,7.616600531,8.421310455,9.13288862,9.763882734,10.026628144,10.511006856,10.943673098,11.331104832,11.679107771,10.12596983,10.412102017,10.681413615,10.932282845,11.164561129,11.049466934,11.238455084,11.413529481,11.575836115,11.726445348,11.588072677,11.722922262,11.84974327,11.969230674,12.081914877,12.932258675,13.072222735,13.20319809,13.325905758,13.441056702,13.131676822,13.238449505,13.341417123,13.440267336,13.534773084
"139","NWTerr",69,"moiraiSG17",-15.151730778,-16.712135877,-15.74870001,-14.819902597,-13.927023859,-13.070866897,-22.055303435,-21.097867491,-20.108640411,-19.099651621,-18.080274996,-17.567055342,-16.644741015,-15.726707529,-14.819410441,-13.926411798,-13.152573063,-12.312308672,-11.494027062,-10.700334789,-9.932152094,-9.307918909,-8.607171815,-7.932731789,-7.284358536,-6.662985658,-6.613971492,-6.117436714,-5.639799365,-5.181376893,-4.742253586,-4.466300102,-4.082984573,-3.715847303,-3.364545423,-3.02879054,-2.909312601,-2.63070355,-2.363531135,-2.107670356,-1.862876963,-1.677808178,-1.451650712,-1.235615523,-1.029573704,-0.833192588,-0.856125768,-0.703276924,-0.556275099,-0.415223645,-0.279994655000001
"140","NarmadaR",69,"moiraiSG17",1.116325106,0.159783346,0.027593035,-0.0793389269999994,-0.166606216,-0.238525196,10.313668733,11.100655545,11.705473994,12.171292685,12.530977757,9.251165524,9.221199642,9.202581161,9.192114637,9.187396277,6.82590572,6.639219239,6.49952805,6.395256412,6.317607338,6.488919989,6.498077976,6.501875946,6.501937435,6.499580093,5.276707394,5.189113809,5.125330028,5.07918083,5.046218974,4.474314792,4.416044203,4.373518973,4.342745575,4.320705796,3.671610373,3.612129531,3.568003936,3.535417761,3.511460499,3.81678314,3.830843096,3.842105271,3.851170852,3.858504675,3.524149944,3.503566136,3.488439924,3.477385448,3.469385914
"141","NarvaR",69,"moiraiSG17",-2.889160175,-2.507754085,-2.227454218,-1.969112334,-1.726951432,-1.497854425,-0.270397523,-0.0347396649999999,0.196639861,0.41688862,0.623681728,0.226263046,0.380642959,0.526417911,0.663491946,0.792267539,1.148287111,1.276120096,1.395821277,1.508414844,1.614535079,1.720611513,1.823736323,1.920996708,2.012556626,2.098708808,1.110218858,1.129900916,1.151895728,1.174605302,1.197263022,1.215430531,1.237739026,1.259531569,1.280844208,1.301696738,1.202996201,1.217362395,1.231904561,1.246496288,1.261056418,1.286549381,1.307835863,1.32826609,1.347840773,1.36656631,1.139301426,1.146945276,1.155102926,1.1634412,1.171781241
"142","NegroR",69,"moiraiSG17",13.025037617,4.573208063,4.54962496,4.789879522,5.102348013,5.394401076,2.421300466,2.455498655,2.49443568,2.509586649,2.492436715,2.974843657,2.938775735,2.872026447,2.787073868,2.692736962,2.55351016,2.456787316,2.364369877,2.277422765,2.196645413,2.041113776,1.970760112,1.908431753,1.852889729,1.803303891,1.443962215,1.4015090613,1.366459432,1.336506959,1.310295158,1.498788726,1.495424794,1.48908886319,1.4820882227,1.475581877,0.989436695,0.964087088,0.948824198,0.938669298,0.930965458,0.92800531,0.924137025,0.920457631,0.916792914,0.913121863,0.756303306,0.751695253,0.749160502,0.7475631188,0.7463188636
"143","NelsonR",69,"moiraiSG17",-69.58030369557,-68.26802777955,-65.34436546153,-61.79400384051,-58.2745199225,-55.05522404148,-3.79674278572999,12.83417035295,28.00882937457,41.72240777414,54.06691792066,39.84490549713,44.88494226556,49.38681998595,53.41592506731,57.03198003463,61.10198476193,64.2846687472,67.16758785245,69.78637482167,72.17141839388,73.67531286107,75.55273730324,77.27154012239,78.84326440553,80.28182793666,70.05595262978,68.94747577889,67.95665147299,67.061916592077,66.248845174158,64.288086560233,63.4486063553,62.685463947362,61.993154983419,61.36546603647,57.903842407517,56.884240173559,55.960479149598,55.123207349634,54.365460646666,56.516666183696,56.468948445722,56.428883674747,56.394094710769,56.36320363579,54.463886472808,54.124789276825,53.819758431841,53.543120876855,53.290943395867
"144","NemanR",69,"moiraiSG17",-9.044076661,-1.763496409,0.361982910999998,2.387447679,4.288610303,6.061822249,-6.083543392,-5.335115013,-4.610294521,-3.943744622,-3.344549772,-2.962185149,-2.495102943,-2.076177009,-1.698727158,-1.356668493,-0.907718386,-0.61916029,-0.353181807,-0.106499986,0.123305065,0.72231293,0.961868879,1.185237927,1.393511083,1.587863679,0.416055507,0.503600573,0.59204344,0.679291993,0.764376984,0.731125216,0.799591957,0.866835199,0.932591936,0.996680756,0.639786883,0.674113908,0.710120438,0.747180273,0.784809028,1.436581584,1.524267026,1.605800042,1.681644866,1.752261173,1.517373432,1.562407408,1.605981409,1.647823134,1.68783727
"145","NevaR",69,"moiraiSG17",-14.517823379,-9.014441973,-8.074719696,-7.185433596,-6.347812741,-5.560039113,-0.595525294,0.423200216999999,1.364500827,2.243286667,3.068007153,1.472916944,2.053447317,2.61061735,3.140987107,3.64354646,4.895640758,5.383315968,5.841776182,6.27317049,6.679248228,6.749517403,7.08741862,7.406975998,7.708594595,7.992784168,4.778212458,4.831811551,4.89266671,4.956385265,5.020717094,5.164271726,5.232071696,5.297916801,5.362228817,5.425060465,5.208183644,5.251572711,5.295081677,5.338357796,5.381222222,5.349520866,5.387647147,5.425242764,5.462131339,5.498196116,4.786497628,4.779579487,4.776219423,4.775264656,4.77609016
"146","NewCaledn",69,"moiraiSG17",-0.043799184,-0.427215084,-0.54532783,-0.633054477,-0.698671627,-0.74800135,-0.810045785,-0.582659978,-0.391778787,-0.237588177,-0.116025744,0.049073739,0.138836798,0.207274261,0.259178951,0.298388146,0.308804991,0.326361649,0.339485483,0.349253039,0.35649456,0.417322984,0.437408474,0.452668829,0.464250394,0.473041429,0.399047628,0.385545551,0.375412779,0.367780971,0.362018152,0.307147289,0.292019524,0.28076862,0.272342951,0.265991231,0.224332513,0.212229065,0.203074683,0.196131929,0.190848821,0.293644039,0.31718965,0.335106522,0.348787209,0.359264831,0.304389593,0.296237876,0.290229005,0.2858040613,0.2825572061
"147","NewZealand",69,"moiraiSG17",-47.376589526,-35.258586588,-28.853811852,-23.282972117,-18.493699597,-14.407642561,-25.602021018,-21.552370458,-17.843313115,-14.553377334,-11.694675093,-9.529262365,-7.439452579,-5.673536053,-4.187063572,-2.93845866,-1.684614637,-0.769978467999998,-0.000898604999998562,0.646871838,1.193444897,2.031787341,2.45886762,2.823355547,3.134998242,3.402160702,1.610377778,1.714254015,1.805016826,1.883573114,1.951085383,1.736299646,1.794459414,1.846442577,1.892710644,1.933732931,1.63766154,1.683777877,1.726197822,1.765226187,1.801158289,1.898725333,1.949908106,1.996398433,2.039015917,2.07827411,1.563805105,1.59970806,1.635222042,1.669804077,1.703126678
"148","NigerR",69,"moiraiSG17",112.661683902,189.112340768,196.10459834,201.469346263,205.595167602,208.77597192,143.017384563,134.19910248,127.413962512,122.182361353,118.140279925,109.895028597,107.602694421,105.828545546,104.451108294,103.378676955,118.901039063,118.565150023,118.258716193,117.983156249,117.736153656,122.76482577,122.838119363,122.882435696,122.907995647,122.921317274,101.651394502,101.585348959,101.577661003,101.6096929,101.668734266,98.012068816,98.030749262,98.070644642,98.124770307,98.188586891,95.237887382,95.324423142,95.390191813,95.442525835,95.48751748,116.524267276,117.225860877,117.795225203,118.261993409,118.6476535313,111.3927752556,111.5212983397,111.6700771874,111.8284969698,111.9899253733
"149","NileR",69,"moiraiSG17",108.849409019,345.222934671,364.966093123,380.392966315,392.507293541,402.074154345,173.21531989,155.202187548,141.739200586,131.701962901,124.241287517,119.216863891,115.373800535,112.570577248,110.544785498,109.09823119,119.867415505,119.509607021,119.274393574,119.130158661,119.052663875,110.591918303,110.499749579,110.442659294,110.413499199,110.406070457,89.584853263,89.663199947,89.754546124,89.856926661,89.96825925,89.630766158,89.86040146,90.060288482,90.238707449,90.402639596,87.807891461,88.004055415,88.17861993,88.338197123,88.4884170165,125.196432475,126.5201379239,127.5604242917,128.3874054465,129.0524647386,125.7323760564,126.2042261215,126.60499329157,126.95204970041,127.2571295518
"150","ObR",69,"moiraiSG17",-137.891038325,-98.846546267,-89.090396544,-79.93583042,-71.523412379,-63.856711885,-55.624593391,-44.579102077,-34.355516746,-24.940885671,-16.28407692,-16.532412323,-10.018961181,-3.987511524,1.59583923699999,6.768606361,16.581915023,21.598131416,26.248006851,30.566619204,34.581015529,41.387034886,45.258299172,48.862177214,52.212499165,55.326460346,38.886408043,39.469319314,40.064566661,40.653253023,41.226433485,41.791191521,42.338457564,42.86690854,43.377098676,43.869332007,40.94804542,41.028179525,41.127019455,41.240576795,41.365066021,47.388520409,48.222151599,49.00197663,49.730485588,50.410305486,45.696755144,45.71403238,45.746798535,45.789343389,45.838825285
"151","OderR",69,"moiraiSG17",-17.074971724,-18.29998615,-18.940956075,-19.565105149,-20.179336886,-20.7848295,-15.077067771,-13.966858184,-12.89904803,-11.877199073,-10.90068107,-11.424907535,-10.613726486,-9.831207909,-9.078666251,-8.356080484,-7.052063397,-6.380022676,-5.736584815,-5.119482144,-4.527312651,-3.955306457,-3.39058891,-2.848818563,-2.331503584,-1.838731846,-3.895228692,-3.546103184,-3.203490875,-2.873549216,-2.558588612,-2.502613076,-2.230308626,-1.970155324,-1.721904679,-1.485088023,-1.645668077,-1.457932263,-1.27700901,-1.102774601,-0.935179828,-0.155133184,0.0479046200000003,0.240501972,0.422960201,0.595686068,0.21809059,0.352466512,0.48189906,0.605767706,0.723890545
"152","OhioR",69,"moiraiSG17",-38.353767285,-40.124782993,-40.322959415,-40.358140197,-40.30165181,-40.190407763,-23.446250489,-21.44120962,-19.40216039,-17.433164248,-15.571009837,-16.109179328,-14.539031531,-13.057403865,-11.653752213,-10.319122499,-10.305011943,-9.13831858,-8.019475196,-6.94537698,-5.913799767,-4.062770492,-3.066951715,-2.110796823,-1.193458387,-0.314041445,-2.242936033,-1.494299873,-0.773966625,-0.0818363020000007,0.582382609000002,0.165160743,0.754989008,1.321020357,1.863175365,2.3818939,0.813950566,1.229548528,1.628049821,2.009547579,2.37425678,4.366542699,4.763892872,5.140366647,5.49696873,5.834638187,4.960183863,5.246069909,5.517929942,5.776287058,6.021648975
"153","OrangeR",69,"moiraiSG17",-6.229662201,-7.394027851,-9.9601189,-12.339347365,-14.502899489,-16.442838306,-16.9462965,-15.418455528,-13.61952503653,-11.740560708,-9.898781626,-8.789895971,-7.181822726,-5.73784736,-4.456154706,-3.328623086,-1.5097258,-0.638120186,0.110678153999999,0.753119520999999,1.30384758,1.502867269,1.902777779,2.248083644,2.545729724,2.801914703,2.065326992,2.252586851,2.415479298,2.556677922,2.678767643,2.463813821,2.5463366,2.618520521,2.681291488,2.735663316,2.373394655,2.404782505,2.433406102,2.459015573,2.481613728,2.847406465,2.869156735,2.889783233,2.908842784,2.926123024,2.733985175,2.745092745,2.755461947,2.764777258,2.772998356
"154","OrinocoR",69,"moiraiSG17",26.778686247,37.19855743,37.457637314,37.634876717,37.768254578,37.881496383,30.764258602,31.80760795,32.873388101,33.915614052,34.907205579,39.690491073,40.972350432,42.1343249606,43.190806923,44.1549075747,47.4546704369,48.425839033,49.298817055,50.090777888,50.815687293,52.082845165,52.716554357,53.304570582,53.854421909,54.372131994,49.6324327777,49.8125117501,50.0408318992,50.3033374949,50.5895005213,50.5039349282,50.8029673767,51.1076590117,51.4151293594,51.7232673646,50.9831241005,51.2400221521,51.5012787063,51.7647729732,52.0288788841,53.1092074144,53.4164707479,53.7113165862,53.9960837424,54.2724957649,52.7055284181,52.8605415544,53.03070813742,53.21162646593,53.40000370718
"155","PacArctic",69,"moiraiSG17",-13.97243301,-23.322900193,-20.606527039,-18.11125456,-15.814307695,-13.694823397,-29.229916947,-26.262283168,-23.483071131,-20.875772556,-18.426752053,-17.388298683,-15.414507597,-13.541065633,-11.762771562,-10.07503452,-9.076787506,-7.659995691,-6.30600174,-5.012785793,-3.778866752,-3.087885273,-2.043875466,-1.042698272,-0.0839419820000014,0.833178975000001,-0.293983330999998,0.254737048000001,0.803167056000002,1.346995042,1.883261928,1.64162508,2.038002658,2.437754651,2.837349542,3.234016284,2.67712668,2.919987443,3.174499177,3.436804831,3.703746277,3.553164564,3.759980172,3.97324968,4.190306911,4.408981317,3.594788898,3.660986544,3.745395217,3.844255114,3.954295024
"156","Pampas",69,"moiraiSG17",25.45784483,21.388415299,22.097538258,22.689340724,23.181535988,23.59150212,13.252493162,11.676878097,10.283907445,9.062618676,7.996864146,7.255443464,6.490385222,5.827634979,5.252704849,4.753445573,4.229892982,3.838054538,3.49646243,3.199054359,2.940437411,2.610897217,2.417065043,2.24980848,2.104704676,1.978403958,1.532876913,1.452426621,1.387083597,1.331154706,1.281719961,1.202859894,1.164098994,1.128453093,1.096241266,1.067428016,0.89082848,0.858522262,0.831876072,0.808893415,0.788555807000001,0.939130226999999,0.935498275,0.932552598,0.929784857,0.926992712,0.801617752000001,0.795582231,0.790898152,0.786830639,0.782968659
"157","Papaloapan",69,"moiraiSG17",-1.61738348,-1.907735258,-2.325916001,-2.685067354,-2.995535582,-3.265570848,-1.448286495,-0.917175044,-0.473397828,-0.100688443,0.213905623,0.155914652,0.35421297,0.527140664,0.678336437,0.810883607,0.974034078,1.081439863,1.175548949,1.258258042,1.331158147,1.388705506,1.445880886,1.496866645,1.542410747,1.583148622,1.198093631,1.193726719,1.195468343,1.201354301,1.209948454,1.054502015,1.051209361,1.051762345,1.054947011,1.059874215,0.914259359,0.907582491,0.904510448,0.903982127,0.905231969,1.079568033,1.099190965,1.115470007,1.129078665,1.140551463,0.96300928,0.954950141,0.950000126,0.947290517,0.946191329
