"","region","series","run","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060"
"21","Mexico",69,"moiraiSG17",-18.901625938,-20.909503923,-26.946641653,-32.478545935,-37.459610237,-41.913730742,1.128633584,8.671508558,14.932686017,20.137854537,24.4816645879,16.321415584,18.930302784,21.295262361,23.408714689,25.28650498,29.31003494,30.950359749,32.38053181,33.640393552,34.75996466,36.3814214015,37.355924522,38.252969277,39.071863481,39.817238682,27.290239728,27.11070806866,27.137640887,27.287000478,27.507457994,26.707108701,26.88327217153,27.08643388301,27.305440074,27.5320647618,25.1106998842,25.152824498,25.242728461,25.36142277,25.496622091,26.661026172,26.921399922,27.159948767,27.3767463207,27.573248213,22.910213866,22.769025093,22.7140119733,22.7111057497,22.739697146
"22","Middle East",69,"moiraiSG17",-62.06611318,-53.63005679,-45.373011292,-38.387229551,-32.5111274259,-27.5780924504,-23.998589903,-19.854898851,-16.311445346,-13.274075784,-10.663169834,-8.710198915,-6.743041557,-5.031551323,-3.541318264,-2.24140916,-0.321430708,0.681510078999999,1.552321535,2.316547662,2.991951835,3.3710190908,3.961403532,4.491450628,4.9644337051,5.385566515,4.28657961,4.660008701,5.01173682,5.329223837,5.610008059,5.236391486,5.355858539,5.461715839,5.555646942,5.639360232,5.0950207229,5.067538191,5.047970544,5.034293602,5.025320592,6.259821131,6.440001399,6.601697012,6.746631944,6.876574635,6.381590071,6.414778623,6.450230021,6.484952067,6.517947833
"23","Pakistan",69,"moiraiSG17",12.067275187,11.272556345,15.010900149,17.969729524,20.300813798,22.132094118,14.041108819,3.881612126,-4.259542807,-10.733369813,-15.853580459,-19.711305995,-19.373666446,-18.945674613,-18.504097195,-18.088815834,-17.695663073,-17.259126994,-16.884989476,-16.568398739,-16.303304547,-16.526146317,-15.8540756069,-15.2838725453,-14.8081787704,-14.4151166925,-13.7680482605,-13.6801671353,-13.6286977054,-13.5994183255,-13.5826283017,-13.41626779941,-13.67282821682,-13.88717318191,-14.06258331892,-14.20438828993,-14.59212028293,-14.46906671595,-14.34493490705,-14.229482018255,-14.126350375484,-12.845010047857,-11.749885800589,-10.876714085188,-10.186180860564,-9.643320923421,-8.738691347964,-7.876306254697,-7.1927006128221,-6.6567217313409,-6.2397387947752
"24","Russia",69,"moiraiSG17",-518.164320732,-310.414116189,-271.449796531,-233.917908002,-198.737043445,-166.146058721,-203.542848483,-176.272345353,-150.673957153,-126.4483665557,-103.4161920006,-120.466493684,-100.9711081238,-82.1655001342,-64.2010464878,-47.1215170448,-13.7817385102,2.71479742100002,18.2955651017,33.0274901879,46.9604664575,63.3306213185,76.4732018978,88.9173344945,100.6588657464,111.7230972876,48.3720766981,53.8093445988,59.1627118767,64.3092748508,69.203628728,74.7707608019,79.1581034237,83.31154760513,87.2551378735,91.0059548985,83.6779711764,86.29124173445,88.82076765661,91.26564786485,93.62472021216,108.64617158553,111.98564522095,115.15010457943,118.14194535595,120.96783827951,105.27426535211,106.63638882475,107.98335127142,109.29013014212,110.54765952884
"25","South Africa",69,"moiraiSG17",-15.541621144,-19.061975343,-24.890354812,-30.359446644,-35.445983107,-40.141524901,-40.313687507,-38.130354013,-35.33066815053,-32.235725485,-29.056915873,-27.676098778,-24.621068676,-21.772533275,-19.145484204,-16.743201601,-12.786578146,-10.755184788,-8.938089229,-7.313953149,-5.863128764,-4.713876835,-3.558304143,-2.519657205,-1.588196711,-0.754011684000001,-2.505515972,-1.791006986,-1.142786168,-0.556403404000001,-0.0269421410000013,-0.595564063,-0.1567019,0.244485836,0.609991131999998,0.942206552000001,-0.0367588789999998,0.250585019000001,0.518162269000001,0.765581265,0.993299494,1.602395722,1.810350287,2.004234097,2.183742717,2.349144343,1.586427877,1.754063554,1.912598085,2.061088765,2.199379949
"26","South America_Northern",69,"moiraiSG17",25.608505784,21.251163074,22.022362257,22.728481867,23.377096664,23.97473077,26.27516061,26.258858462,26.245235237,26.2289201728,26.206508813,32.033398923,32.631059386,33.1558659603,33.621476512,34.0383286433,38.748078144,39.323073401,39.814723397,40.240753827,40.6148958,41.389874411,41.693007877,41.966765502,42.216354275,42.445958667,34.647062638,34.475511896,34.384283955,34.3523056072,34.363821783,34.201416529,34.2668204,34.347131494,34.437706439,34.535033202,33.533564807,33.597627872,33.671511152,33.75209375,33.837003491,36.0217857686,36.2075980268,36.3719266474,36.5197472634,36.6548581988,34.1961978472,34.181234011,34.1911981386,34.21953750136,34.26126481345
"27","South America_Southern",69,"moiraiSG17",213.196907213,230.077824977,237.616858067,244.2459966254,250.018488614,255.015421742,137.212504765,129.765478797,124.87690678868,121.753992215,119.845295924,105.781683897,104.644467624,104.03772688,103.786597053,103.768504603,109.239310209,109.53215995,109.833043101,110.128568247,110.409928476,110.338472216,110.8117788418,111.209486734,111.5417077072,111.8172439398,79.142717323,78.2337047933,77.5869806263,77.1259284213,76.7958311879,71.7370115674,71.26463629436,70.91441713219,70.6524802706,70.453915902,60.1607936559,59.4395994605,58.8931268308,58.4760595478,58.154511343,65.9771008722,66.54468689198,66.96188863039,67.26528786592,67.48223506425,57.16457642188,56.813536494366,56.54859922458,56.34499267208,56.18490576308
"28","South Asia",69,"moiraiSG17",0.843577382,3.503271938,3.493574164,3.4663414,3.437082002,3.413437035,17.558992446,19.837741193,21.724128726,23.283222972,24.576117696,25.180671367,26.275545524,27.170322682,27.921301291,28.566230604,28.064744424,28.345112365,28.625499704,28.906337858,29.186383892,29.065348412,29.42010658,29.766110515,30.097957837,30.413320558,43.931357022,46.613712906,48.381030918,49.59798928,50.476333981,31.741570597,29.402478737,27.973550194,27.096096321,26.559186927,23.902030198,23.504270893,23.252863002,23.100958118,23.017767397,27.653624426,28.1633983775,28.57913343,28.920160005,29.2022924502,26.5051200041,26.3851997541,26.3227254333,26.2987172856,26.3007393478
"29","South Korea",69,"moiraiSG17",-5.980750328,-4.637216713,-4.229495596,-3.81425602,-3.421024826,-3.06252922,5.289608856,6.163013535,6.946882853,7.650903901,8.28187621,5.661560315,5.978528908,6.265981255,6.523368202,6.75204963,6.519556713,6.681726161,6.824722827,6.950835436,7.062210053,6.644209906,6.695062532,6.742331143,6.785242709,6.823829986,3.608558412,3.398759294,3.218810533,3.060877324,2.92050605,2.336773655,2.208547512,2.093598535,1.990773687,1.898943657,1.219418716,1.121211929,1.034110634,0.956886543,0.888407669,0.552525799,0.483322629,0.422192462,0.367990769,0.319819688,-0.113077471,-0.232732075,-0.349181168,-0.459331804,-0.5615072106
"30","Southeast Asia",69,"moiraiSG17",519.993861641,501.90200681,504.525033475,506.893985369,509.01716852,510.91566556,509.735073704,509.704531923,510.069096408,510.777713866,511.770971255,456.749781162,454.868971054,453.9169185905,453.6444576338,453.8699321219,439.9365716716,439.45266800605,439.4364725214,439.7756911575,440.3834020776,422.5874918413,423.4177319906,424.6261154264,426.1088312167,427.79090943903,328.308952093947,323.65030292189,320.74130200836,319.12135086956,318.45498810326,285.23323123845,283.44909554382,282.61786951301,282.4943855011,282.89654364706,258.53382959684,257.66952960537,257.45404639799,257.725947168542,258.363564924174,318.118406578951,322.785120454918,326.575538023404,329.696564274163,332.305901034744,302.576426625504,302.230963215769,302.189734837287,302.373285657659,302.722306653031
"31","Taiwan",69,"moiraiSG17",2.268471398,1.991768861,1.900276974,1.820475387,1.750331735,1.688379024,1.216420822,1.061466476,0.9241181836,0.802710953,0.695609115,0.602347589,0.514659914,0.43699035,0.368339837,0.307748038,0.254905352,0.206263271,0.163173032,0.125050378,0.091345497,0.069667377,0.056517721,0.046522878,0.0387752349,0.032667141,0.023347099,0.014081241,0.00575657599999997,-0.00165729999999996,-0.008217105,-0.016238325,-0.023719811,-0.030462411,-0.036493268,-0.041861441,-0.049049147,-0.05703291601,-0.0644162907999999,-0.07116258859,-0.0772795314,-0.081458414,-0.0753652735,-0.0687664564,-0.0621285665,-0.0557156561,-0.0507078078,-0.047335315265,-0.04432153963,-0.0416039338,-0.0391379027
"32","USA",69,"moiraiSG17",-269.47115227538,-295.289257864551,-290.056926610874,-283.788245625,-277.30309218386,-270.95207852978,-197.62358874923,-171.90321554296,-146.61458685569,-123.28369325244,-102.35491403722,-101.22459929403,-85.676528842873,-71.81137163174,-59.358996497628,-48.084041660535,-47.852490010456,-38.94891405839,-30.674299612334,-22.939607422287,-15.677000777247,-2.025792978213,5.16602370771699,11.958875944842,18.384587151863,24.469160245881,4.114135987897,8.5874423541109,12.9372718029228,17.157298366933,21.2425678449418,14.8492921039494,18.2899891579561,21.6517593039618,24.9232064969668,28.0971275079711,14.3626016739749,16.6277626889782,18.884975653981,21.1191765059835,23.3184439659856,37.5617613237875,40.7133624554891,43.7126208277905,46.5662438978918,49.2804342845928,39.6062572250937,41.7694912632946,43.8733925241953,45.9133477008959,47.8860838623964
"33","WLD",69,"moiraiSG17",3035.31496694,3786.793808031,3944.220690438,4089.132569564,4217.229610396,4328.23131188,3000.736398192,3077.73984078,3176.6418259,3285.145847125,3396.222337034,2967.682130222,3049.577484087,3131.423387743,3210.928205915,3286.961143863,3438.393343437,3500.134526889,3558.770389028,3614.386473384,3667.077404387,3551.016824543,3598.995182072,3644.710974814,3687.977000148,3728.810960706,2792.64959981,2787.362169381,2788.618525545,2794.117190725,2802.418752378,2670.800894982,2670.220501539,2673.336652805,2679.095104147,2686.739846775,2470.709962327,2466.614775679,2465.825643364,2467.529999625,2471.123324843,2920.825984234,2951.476534821,2977.56946174,3000.087432633,3019.792107427,2764.869917545,2766.564745664,2769.719944113,2773.877288552,2778.728792338
